行	種別	語根	基礎表記	グループ順位	グループ件数	F	識別子	上付き識別子	識別子付き表記	判定根拠
1970	content	cign	鹅	2	2	4	c	ᶜ	鹅ᶜ	頭文字唯一
1971	content	cindr	灰	1	2	22			灰	基本形
1972	content	cirkl	圆	2	2	23	c	ᶜ	圆ᶜ	頭文字唯一
1973	content	cirkul	环	3	4	8	cr	ᶜᴿ	环ᶜᴿ	子音位置1
1974	content	cirkuler	函	1	1	2			函	単独
1975	content	civil	民	2	3	30	c	ᶜ	民ᶜ	頭文字唯一
1976	content	civit	市	3	5	15	c	ᶜ	市ᶜ	頭文字唯一
1977	content	deĵor	当	1	1	13			当	単独
1978	content	depon	存	3	3	11	d	ᴰ	存ᴰ	頭文字唯一
1979	content	deput	派	1	1	8			派	単独
1980	content	determin	定	3	4	12	dt	ᴰᵀ	定ᴰᵀ	子音位置1
1981	content	dialog	话	2	2	0	d	ᴰ	话ᴰ	頭文字唯一
1982	content	digest	消	1	1	18			消	単独
1983	content	dimensi	维	1	1	6			维	単独
1984	content	dogan	关	2	2	10	d	ᴰ	关ᴰ	頭文字唯一
1985	content	dorn	刺	2	2	18	d	ᴰ	刺ᴰ	頭文字唯一
1986	content	eĥ	回	1	1	14			回	単独
1987	content	ekip	备	3	3	11	e	ᴱ	备ᴱ	頭文字唯一
1988	content	eklezi	教	2	3	19	e	ᴱ	教ᴱ	頭文字唯一
1989	content	ekran	屏	1	1	16			屏	単独
1990	content	ekspluat	采	1	1	13			采	単独
1991	content	eksport	出	2	2	7	ek	ᴱᴷ	出ᴱᴷ	子音位置1
1992	content	ekspozici	展	2	2	14	ek	ᴱᴷ	展ᴱᴷ	子音位置1
1993	content	ekzakt	精	1	1	7			精	単独
1994	content	emerit	退	1	1	7			退	単独
1995	content	establ	设	2	2	11	e	ᴱ	设ᴱ	頭文字唯一
1996	content	event	事	4	4	3	e	ᴱ	事ᴱ	頭文字唯一
1997	content	fab	豆	1	1	9			豆	単独
1998	content	fabel	童	2	2	10	f	ᶠ	童ᶠ	頭文字唯一
1999	content	federaci	联	2	3	10	f	ᶠ	联ᶠ	頭文字唯一
2000	content	fenomen	现	1	6	22			现	基本形
2001	content	krizantem	菊	1	1	5			菊	単独
2002	content	kverel	吵	1	1	3			吵	単独
2003	content	kvitanc	证	5	5	3	k	ᴷ	证ᴷ	頭文字唯一
2004	content	lanc	矛	1	1	8			矛	単独
2005	content	lanĉ	发	1	1	10			发	単独
2006	content	legend	传	3	3	4	l	ᴸ	传ᴸ	頭文字唯一
2007	content	liberal	宽	2	2	3	lb	ᴸᴮ	宽ᴸᴮ	子音位置1
2008	content	lingvistik	学	4	4	8	ln	ᴸᴺ	学ᴸᴺ	子音位置1
2009	content	lumb	腰	2	2	5	l	ᴸ	腰ᴸ	頭文字唯一
2010	content	lupe	镜	2	3	1	l	ᴸ	镜ᴸ	頭文字唯一
2011	content	magi	魔	3	4	10	m	ᴹ	魔ᴹ	頭文字唯一
2012	content	magnet	磁	1	2	66			磁	基本形
2013	content	magnetofon	磁	2	2	0	mf	ᴹᶠ	磁ᴹᶠ	子音位置4
2014	content	majuskl	大	2	2	6	m	ᴹ	大ᴹ	頭文字唯一
2015	content	mani	狂	1	3	28			狂	基本形
2016	content	manifestaci	示	3	3	3	mf	ᴹᶠ	示ᴹᶠ	子音位置2
2017	content	manuskript	稿	1	1	2			稿	単独
2018	content	masaĝ	摩	1	1	4			摩	単独
2019	content	mask	罩	1	2	21			罩	基本形
2020	content	matĉ	赛	1	1	2			赛	単独
2021	content	medi	境	1	1	51			境	単独
2022	content	mejl	里	1	1	3			里	単独
2023	content	melodi	律	3	3	4	m	ᴹ	律ᴹ	頭文字唯一
2024	content	merkat	市	2	5	25	m	ᴹ	市ᴹ	頭文字唯一
2025	content	mesaĝ	信	5	5	8	m	ᴹ	信ᴹ	頭文字唯一
2026	content	mev	鸥	1	1	3			鸥	単独
2027	content	miaŭ	喵	1	1	4			喵	単独
2028	content	minuskl	小	2	2	2	m	ᴹ	小ᴹ	頭文字唯一
2029	content	miop	近	2	2	4	m	ᴹ	近ᴹ	頭文字唯一
2030	content	mirakl	奇	3	3	5	m	ᴹ	奇ᴹ	頭文字唯一
2031	content	molekul	分	3	5	12	m	ᴹ	分ᴹ	同頭文字初出/頭文字単独
2032	content	monopol	垄	1	1	11			垄	単独
2033	content	moŝt	阁	1	2	10			阁	基本形
2034	content	motiv	由	1	1	11			由	単独
2035	content	mustard	芥	1	1	4			芥	単独
2036	content	negativ	否	1	1	21			否	単独
2037	content	neologism	新	2	2	0	nl	ᴺᴸ	新ᴺᴸ	子音位置1
2038	content	neŭtral	中	2	2	11	n	ᴺ	中ᴺ	頭文字唯一
2039	content	nominativ	主	5	6	1	n	ᴺ	主ᴺ	頭文字唯一
2040	content	norm	范	1	1	32			范	単独
2041	content	nuanc	微	1	1	3			微	単独
2042	content	nukle	核	1	2	44			核	基本形
2043	content	numeral	数	4	4	3	nr	ᴺᴿ	数ᴺᴿ	子音位置2
2044	content	objektiv	客	4	4	0	o	ᴼ	客ᴼ	頭文字唯一
2045	content	Oceani	洋	2	2	1	oi	ᴼᴵ	洋ᴼᴵ	母音補完/全文字位置5
2046	content	opozici	对	2	4	8	o	ᴼ	对ᴼ	頭文字唯一
2047	content	panic	黍	1	1	2			黍	単独
2048	content	panik	慌	1	1	5			慌	単独
2049	content	panoram	景	2	2	4	pn	ᴾᴺ	景ᴾᴺ	子音位置1
2050	content	paradoks	悖	1	1	3			悖	単独
2051	content	paralel	并	1	1	18			并	単独
2052	content	parentez	括	1	1	3			括	単独
2053	content	pasiv	被	1	1	6			被	単独
2054	content	pelv	盆	1	1	7			盆	単独
2055	content	pension	宿	1	1	3			宿	単独
2056	content	piĵam	睡	2	2	1	p	ᴾ	睡ᴾ	頭文字唯一
2057	content	piknik	餐	2	2	2	p	ᴾ	餐ᴾ	頭文字唯一
2058	content	pilol	丸	1	1	3			丸	単独
2059	content	pled	辩	2	3	6	p	ᴾ	辩ᴾ	頭文字唯一
2060	content	podi	台	1	1	7			台	単独
2061	content	poent	点	2	3	4	pt	ᴾᵀ	点ᴾᵀ	子音位置2
2062	content	pokal	杯	3	3	6	p	ᴾ	杯ᴾ	頭文字唯一
2063	content	pozitiv	正	1	3	25			正	基本形
2064	content	prefiks	缀	2	2	3	p	ᴾ	缀ᴾ	頭文字唯一
2065	content	prezident	统	2	2	6	p	ᴾ	统ᴾ	頭文字唯一
2066	content	primitiv	原	3	3	3	pm	ᴾᴹ	原ᴾᴹ	子音位置2
2067	content	propagand	传	2	3	5	p	ᴾ	传ᴾ	頭文字唯一
2068	content	proporci	比	2	2	14	p	ᴾ	比ᴾ	頭文字唯一
2069	content	protestant	抗	3	3	0	pn	ᴾᴺ	抗ᴾᴺ	子音位置5
2070	content	protokol	录	2	3	7	p	ᴾ	录ᴾ	頭文字唯一
2071	content	provizor	暂	1	1	7			暂	単独
2072	content	purpur	紫	1	1	6			紫	単独
2073	content	raci	理	4	5	11	r	ᴿ	理ᴿ	頭文字唯一
2074	content	raked	拍	2	2	1	r	ᴿ	拍ᴿ	頭文字唯一
2075	content	redakci	部	3	3	3	r	ᴿ	部ᴿ	頭文字唯一
2076	content	redaktor	编	4	4	5	rr	ᴿᴿ	编ᴿᴿ	子音位置4
2077	content	referenc	参	2	2	6	r	ᴿ	参ᴿ	頭文字唯一
2078	content	refut	驳	1	1	4			驳	単独
2079	content	respektiv	各	1	1	2			各	単独
2080	content	resum	概	3	3	1	r	ᴿ	概ᴿ	頭文字唯一
2081	content	revoluci	革	2	2	11	r	ᴿ	革ᴿ	頭文字唯一
2082	content	rezoluci	决	2	2	3	r	ᴿ	决ᴿ	頭文字唯一
2083	content	rub	废	1	2	22			废	基本形
2084	content	rubrik	栏	2	2	1	r	ᴿ	栏ᴿ	頭文字唯一
2085	content	ŝak	棋	1	1	22			棋	単独
2086	content	ŝalt	开	1	2	25			开	基本形
2087	content	ŝampu	沐	1	1	2			沐	単独
2088	content	ŝarg	装	1	5	43			装	基本形
2089	content	ŝark	鲨	1	1	5			鲨	単独
2090	content	satan	魔	4	4	7	st	ˢᵀ	魔ˢᵀ	子音位置1
2091	content	satelit	星	3	4	10	st	ˢᵀ	星ˢᵀ	子音位置3
2092	content	sfer	球	2	6	29	s	ˢ	球ˢ	頭文字唯一
2093	content	sigel	印	3	4	15	sg	ˢᴳ	印ˢᴳ	子音位置1
2094	content	silab	节	1	7	23			节	基本形
2095	content	simbol	符	2	2	14	sm	ˢᴹ	符ˢᴹ	子音位置1
2096	content	situ	位	2	2	2	s	ˢ	位ˢ	頭文字唯一
2097	content	skandal	丑	1	1	5			丑	単独
2098	content	skeĉ	剧	4	4	2	s	ˢ	剧ˢ	頭文字唯一
2099	content	skelet	骨	2	2	7	s	ˢ	骨ˢ	頭文字唯一
2100	content	skiz	草	4	4	6	s	ˢ	草ˢ	頭文字唯一
2101	content	ŝok	震	1	1	9			震	単独
2102	content	ŝose	路	3	3	6	ŝ	ˢ̂	路ˢ̂	頭文字唯一
2103	content	specif	特	2	5	9	sf	ˢᶠ	特ˢᶠ	子音位置3
2104	content	spit	逆	2	2	8	s	ˢ	逆ˢ	頭文字唯一
2105	content	stab	参	1	2	7			参	基本形
2106	content	stabil	稳	1	1	15			稳	単独
2107	content	statistik	计	2	3	9	s	ˢ	计ˢ	頭文字唯一
2108	content	stimul	激	2	2	9	s	ˢ	激ˢ	頭文字唯一
2109	content	stok	储	2	2	5	s	ˢ	储ˢ	頭文字唯一
2110	content	ŝtorm	暴	1	2	11			暴	基本形
2111	content	stov	炉	3	3	3	s	ˢ	炉ˢ	頭文字唯一
2112	content	strof	节	7	7	3	st	ˢᵀ	节ˢᵀ	子音位置1
2113	content	subjektiv	主	6	6	0	sv	ˢⱽ	主ˢⱽ	子音位置5
2114	content	sufiks	缀	1	2	5			缀	基本形
2115	content	sugest	示	2	3	3	s	ˢ	示ˢ	頭文字唯一
2116	content	superstiĉ	迷	1	1	2			迷	単独
2117	content	manipul	操	3	3	6	m	ᴹ	操ᴹ	頭文字唯一
2118	content	mas	团	1	5	36			团	基本形
2119	content	mat	席	1	1	13			席	単独
2120	content	matematik	数	3	4	5	m	ᴹ	数ᴹ	頭文字唯一
2121	content	materi	质	1	3	22			质	基本形
2122	content	medicin	医	2	3	28	m	ᴹ	医ᴹ	頭文字唯一
2123	content	melon	瓜	2	3	5	m	ᴹ	瓜ᴹ	頭文字唯一
2124	content	mens	心	2	3	16	m	ᴹ	心ᴹ	頭文字唯一
2125	content	menu	单	2	2	6	m	ᴹ	单ᴹ	頭文字唯一
2126	content	miel	蜜	1	1	9			蜜	単独
2127	content	mineral	矿	2	2	9	mr	ᴹᴿ	矿ᴹᴿ	子音位置2
2128	content	minimum	最	2	2	8	m	ᴹ	最ᴹ	頭文字唯一
2129	content	ministeri	部	2	3	15	m	ᴹ	部ᴹ	頭文字唯一
2130	content	modif	改	2	2	7	m	ᴹ	改ᴹ	頭文字唯一
2131	content	monstr	怪	2	2	5	m	ᴹ	怪ᴹ	頭文字唯一
2132	content	monument	碑	1	1	4			碑	単独
2133	content	moral	德	1	3	22			德	基本形
2134	content	multiplik	乘	2	2	8	m	ᴹ	乘ᴹ	頭文字唯一
2135	content	musk	苔	1	1	5			苔	単独
2136	content	neglekt	忽	2	2	3	n	ᴺ	忽ᴺ	頭文字唯一
2137	content	nuks	果	2	4	14	n	ᴺ	果ᴺ	頭文字唯一
2138	content	oblikv	斜	3	3	8	o	ᴼ	斜ᴼ	頭文字唯一
2139	content	obstakl	碍	1	1	3			碍	単独
2140	content	obstin	顽	1	2	7			顽	基本形
2141	content	ocean	洋	1	2	14			洋	基本形
2142	content	ofend	侮	1	2	11			侮	基本形
2143	content	orkestr	乐	3	3	8	o	ᴼ	乐ᴼ	頭文字唯一
2144	content	ortografi	拼	1	1	0			拼	単独
2145	content	palp	摸	1	1	11			摸	単独
2146	content	palpebr	睑	1	1	7			睑	単独
2147	content	palt	袄	1	1	1			袄	単独
2148	content	pane	瘫	1	1	5			瘫	単独
2149	content	pantofl	鞋	2	2	3	p	ᴾ	鞋ᴾ	頭文字唯一
2150	content	pap	皇	1	1	9			皇	単独
2151	content	papag	鹦	1	1	8			鹦	単独
2152	content	papili	蝶	1	1	17			蝶	単独
2153	content	paradiz	天	1	2	8			天	基本形
2154	content	parlament	议	2	4	16	p	ᴾ	议ᴾ	同頭文字初出/頭文字単独
2155	content	pasaĝer	客	2	4	9	p	ᴾ	客ᴾ	頭文字唯一
2156	content	paser	雀	2	3	5	p	ᴾ	雀ᴾ	頭文字唯一
2157	content	pensi	养	4	4	8	p	ᴾ	养ᴾ	頭文字唯一
2158	content	pere	亡	1	1	10			亡	単独
2159	content	period	期	2	3	27	p	ᴾ	期ᴾ	頭文字唯一
2160	content	perl	珠	1	1	20			珠	単独
2161	content	persik	桃	1	1	5			桃	単独
2162	content	persist	坚	3	4	8	p	ᴾ	坚ᴾ	頭文字唯一
2163	content	pi	敬	1	2	17			敬	基本形
2164	content	pian	琴	1	1	12			琴	単独
2165	content	pionir	拓	1	1	7			拓	単独
2166	content	pipr	椒	1	1	12			椒	単独
2167	content	planed	星	4	4	8	p	ᴾ	星ᴾ	頭文字唯一
2168	content	plast	塑	1	1	14			塑	単独
2169	content	popular	众	1	1	11			众	単独
2170	content	porci	份	2	2	7	p	ᴾ	份ᴾ	頭文字唯一
2171	content	portret	肖	1	1	4			肖	単独
2172	content	princ	侯	1	1	17			侯	単独
2173	content	princip	则	1	1	8			则	単独
2174	content	profesor	授	1	1	9			授	単独
2175	content	program	程	1	2	37			程	基本形
2176	content	projekt	案	1	1	10			案	単独
2177	content	pronom	代	4	4	6	p	ᴾ	代ᴾ	頭文字唯一
2178	content	prosper	荣	2	2	12	p	ᴾ	荣ᴾ	頭文字唯一
2179	content	proverb	谚	1	1	5			谚	単独
2180	content	provinc	省	3	3	6	p	ᴾ	省ᴾ	頭文字唯一
2181	content	psikologi	心	3	3	0	p	ᴾ	心ᴾ	頭文字唯一
2182	content	rafan	萝	1	2	3			萝	基本形
2183	content	ran	蛙	1	1	8			蛙	単独
2184	content	real	实	1	2	34			实	基本形
2185	content	recenz	评	4	4	5	r	ᴿ	评ᴿ	頭文字唯一
2186	content	redukt	减	1	4	14			减	基本形
2187	content	reĝim	制	1	1	14			制	単独
2188	content	relativ	相	1	1	20			相	単独
2189	content	ren	肾	1	1	10			肾	単独
2190	content	rendevu	约	3	3	3	r	ᴿ	约ᴿ	頭文字唯一
2191	content	revizi	审	1	1	6			审	単独
2192	content	rezon	推	3	3	10	r	ᴿ	推ᴿ	頭文字唯一
2193	content	rigid	硬	1	1	14			硬	単独
2194	content	rim	韵	1	1	16			韵	単独
2195	content	rimen	带	3	4	14	r	ᴿ	带ᴿ	同頭文字初出/頭文字単独
2196	content	ruband	带	4	4	13	rb	ᴿᴮ	带ᴿᴮ	子音位置1
2197	content	ruin	废	2	2	13	rn	ᴿᴺ	废ᴿᴺ	子音位置1
2198	content	sag	矢	1	1	17			矢	単独
2199	content	salik	柳	1	1	6			柳	単独
2200	content	ŝancel	摇	4	4	9	ŝ	ˢ̂	摇ˢ̂	頭文字唯一
2201	content	sandviĉ	夹	2	2	8	s	ˢ	夹ˢ	頭文字唯一
2202	content	ŝaŭm	沫	1	1	22			沫	単独
2203	content	sekci	科	3	3	4	sk	ˢᴷ	科ˢᴷ	子音位置1
2204	content	sekur	安	1	1	31			安	単独
2205	content	sindikat	盟	1	1	12			盟	単独
2206	content	ŝink	腿	2	3	7	ŝ	ˢ̂	腿ˢ̂	頭文字唯一
2207	content	ski	滑	3	3	12	s	ˢ	滑ˢ	頭文字唯一
2208	content	social	社	2	4	21	sl	ˢᴸ	社ˢᴸ	子音位置2
2209	content	solen	庄	1	2	16			庄	基本形
2210	content	solidar	团	5	5	4	s	ˢ	团ˢ	頭文字唯一
2211	content	sorb	吸	2	2	30	sr	ˢᴿ	吸ˢᴿ	子音位置1
2212	content	specimen	样	1	1	5			样	単独
2213	content	spik	穗	1	1	7			穗	単独
2214	content	ŝpruc	喷	1	2	29			喷	基本形
2215	content	spur	迹	1	1	12			迹	単独
2216	content	stadi	阶	2	2	3	s	ˢ	阶ˢ	頭文字唯一
2217	content	stan	锡	1	1	11			锡	単独
2218	content	statu	像	2	2	5	s	ˢ	像ˢ	頭文字唯一
2219	content	statur	材	2	2	7	s	ˢ	材ˢ	頭文字唯一
2220	content	subjekt	主	3	6	7	s	ˢ	主ˢ	同頭文字初出/頭文字単独
2221	content	substantiv	名	3	3	5	s	ˢ	名ˢ	頭文字唯一
2222	content	subtrah	减	4	4	3	s	ˢ	减ˢ	頭文字唯一
2223	content	suĉ	吸	1	2	36			吸	基本形
2224	content	sulk	沟	1	1	18			沟	単独
2225	content	surtut	袍	2	2	3	s	ˢ	袍ˢ	頭文字唯一
2226	content	tajp	打	2	2	13	t	ᵀ	打ᵀ	頭文字唯一
2227	content	tali	腰	1	2	9			腰	基本形
2228	content	tarif	价	2	2	14	t	ᵀ	价ᵀ	頭文字唯一
2229	content	teknik	技	1	3	26			技	基本形
2230	content	tekst	文	1	4	27			文	基本形
2231	content	tendenc	趋	1	1	3			趋	単独
2232	content	teritori	领	1	2	13			领	基本形
2233	content	termometr	计	3	3	0	t	ᵀ	计ᵀ	頭文字唯一
2234	content	testud	龟	1	1	8			龟	単独
2235	content	tig	茎	1	1	17			茎	単独
2236	content	tigr	虎	1	1	4			虎	単独
2237	content	tikl	痒	1	1	7			痒	単独
2238	content	tomat	茄	1	1	3			茄	単独
2239	content	tradici	统	1	2	6			统	基本形
2240	content	tragedi	悲	2	2	4	t	ᵀ	悲ᵀ	頭文字唯一
2241	content	trejn	训	1	1	11			训	単独
2242	content	trik	织	2	3	14	tr	ᵀᴿ	织ᵀᴿ	子音位置1
2243	content	trup	团	4	5	20	t	ᵀ	团ᵀ	頭文字唯一
2244	content	tuber	隆	1	1	13			隆	単独
2245	content	tumult	闹	1	1	9			闹	単独
2246	content	tun	吨	1	1	6			吨	単独
2247	content	tunel	隧	1	1	10			隧	単独
2248	content	turism	游	2	2	18	t	ᵀ	游ᵀ	頭文字唯一
2249	content	turist	旅	2	2	1	t	ᵀ	旅ᵀ	頭文字唯一
2250	content	uniform	服	4	4	6	u	ᵁ	服ᵁ	頭文字唯一
2251	content	unik	独	2	2	7	u	ᵁ	独ᵁ	頭文字唯一
2252	content	vag	荡	1	1	26			荡	単独
2253	content	valid	效	3	3	13	v	ⱽ	效ⱽ	頭文字唯一
2254	content	vart	养	3	4	12	v	ⱽ	养ⱽ	頭文字唯一
2255	content	vegetal	植	3	3	5	v	ⱽ	植ⱽ	頭文字唯一
2256	content	vegetar	素	2	2	4	v	ⱽ	素ⱽ	頭文字唯一
2257	content	venĝ	仇	1	1	11			仇	単独
2258	content	vet	赌	1	1	17			赌	単独
2259	content	viktim	牺	1	1	4			牺	単独
2260	content	vip	鞭	1	1	10			鞭	単独
2261	content	virg	贞	1	1	10			贞	単独
2262	content	volum	册	5	5	3	v	ⱽ	册ⱽ	頭文字唯一
2263	content	volumen	积	1	1	3			积	単独
2264	content	vom	吐	1	2	16			吐	基本形
2265	content	zink	锌	1	1	10			锌	単独
2266	content	zoologi	动	6	6	0	zl	ᶻᴸ	动ᶻᴸ	子音位置1
2267	content	zum	嗡	1	1	9			嗡	単独
2268	content	abrikot	杏	1	1	5			杏	単独
2269	content	abrupt	陡	2	2	4	a	ᴬ	陡ᴬ	頭文字唯一
2270	content	abstin	戒	1	1	8			戒	単独
2271	content	agent	代	1	4	15			代	基本形
2272	content	agit	搅	1	1	9			搅	単独
2273	content	akci	股	2	2	7	a	ᴬ	股ᴬ	頭文字唯一
2274	content	akn	痘	1	1	2			痘	単独
2275	content	akrid	蝗	1	1	3			蝗	単独
2276	content	aks	轴	1	1	18			轴	単独
2277	content	alaŭd	雀	1	3	6			雀	基本形
2278	content	ale	林	1	1	1			林	単独
2279	content	alg	藻	1	1	14			藻	単独
2280	content	alumini	铝	1	1	5			铝	単独
2281	content	ambasad	使	3	5	3	am	ᴬᴹ	使ᴬᴹ	子音位置1
2282	content	ampol	泡	1	1	4			泡	単独
2283	content	angil	鳗	1	1	4			鳗	単独
2284	content	anser	鹅	1	2	13			鹅	基本形
2285	content	apertur	孔	1	1	5			孔	単独
2286	content	apostol	使	5	5	2	ap	ᴬᴾ	使ᴬᴾ	子音位置1
2287	content	apr	猪	2	2	3	a	ᴬ	猪ᴬ	頭文字唯一
2288	content	arteri	脉	1	1	6			脉	単独
2289	content	artik	节	2	7	19	a	ᴬ	节ᴬ	頭文字唯一
2290	content	asemble	会	2	3	5	a	ᴬ	会ᴬ	頭文字唯一
2291	content	asist	辅	1	2	7			辅	基本形
2292	content	avantaĝ	优	1	1	7			优	単独
2293	content	aven	麦	3	3	3	a	ᴬ	麦ᴬ	頭文字唯一
2294	content	bacil	菌	3	3	7	bc	ᴮᶜ	菌ᴮᶜ	子音位置1
2295	content	bakteri	菌	2	3	36	b	ᴮ	菌ᴮ	同頭文字初出/頭文字単独
2296	content	bant	结	4	4	3	b	ᴮ	结ᴮ	頭文字唯一
2297	content	bapt	洗	2	2	22	b	ᴮ	洗ᴮ	頭文字唯一
2298	content	barbir	剃	2	2	3	b	ᴮ	剃ᴮ	頭文字唯一
2299	content	bark	舶	1	1	3			舶	単独
2300	content	bask	裾	1	1	1			裾	単独
2301	content	bet	菜	3	3	5	bt	ᴮᵀ	菜ᴮᵀ	子音位置1
2302	content	bifstek	牛	2	2	2	bf	ᴮᶠ	牛ᴮᶠ	子音位置1
2303	content	blasfem	渎	1	1	5			渎	単独
2304	content	bonvol	愿	3	3	0	b	ᴮ	愿ᴮ	頭文字唯一
2305	content	bors	市	4	5	13	b	ᴮ	市ᴮ	同頭文字初出/頭文字単独
2306	content	bovl	碗	1	1	4			碗	単独
2307	content	bracelet	环	4	4	2	b	ᴮ	环ᴮ	頭文字唯一
2308	content	brand	酒	3	3	11	bn	ᴮᴺ	酒ᴮᴺ	子音位置2
2309	content	brid	勒	1	1	13			勒	単独
2310	content	brokant	贩	1	1	9			贩	単独
2311	content	brut	畜	1	1	17			畜	単独
2312	content	buĉ	屠	1	1	13			屠	単独
2313	content	budĝet	算	3	3	1	b	ᴮ	算ᴮ	頭文字唯一
2314	content	buk	扣	2	2	5	bk	ᴮᴷ	扣ᴮᴷ	子音位置1
2315	content	buked	束	2	2	4	b	ᴮ	束ᴮ	頭文字唯一
2316	content	bulb	球	4	6	14	b	ᴮ	球ᴮ	同頭文字初出/頭文字単独
2317	content	centimetr	厘	1	1	0			厘	単独
2318	content	ĉerk	棺	1	1	8			棺	単独
2319	content	ĉif	皱	1	2	5			皱	基本形
2320	content	cikad	蝉	1	1	5			蝉	単独
2321	content	cikatr	疤	1	1	4			疤	単独
2322	content	cikoni	鹳	1	1	3			鹳	単独
2323	content	cinam	桂	1	1	5			桂	単独
2324	content	cir	膏	1	1	4			膏	単独
2325	content	cirkel	规	2	2	7	c	ᶜ	规ᶜ	頭文字唯一
2326	content	cirkvit	路	2	3	16	c	ᶜ	路ᶜ	頭文字唯一
2327	content	daktil	枣	1	1	8			枣	単独
2328	content	dand	俏	1	1	8			俏	単独
2329	content	debet	欠	2	3	5	d	ᴰ	欠ᴰ	頭文字唯一
2330	content	delir	狂	3	3	6	d	ᴰ	狂ᴰ	頭文字唯一
2331	content	denunc	揭	1	1	5			揭	単独
2332	content	diant	石	2	2	5	d	ᴰ	石ᴰ	頭文字唯一
2333	content	diet	节	3	7	10	d	ᴰ	节ᴰ	頭文字唯一
2334	content	dikt	述	2	2	4	d	ᴰ	述ᴰ	頭文字唯一
2335	content	dorlot	宠	1	1	8			宠	単独
2336	content	dot	妆	2	2	10	d	ᴰ	妆ᴰ	頭文字唯一
2337	content	dres	驯	1	1	5			驯	単独
2338	content	efekt	效	2	3	22	et	ᴱᵀ	效ᴱᵀ	子音位置3
2339	content	egoist	己	3	3	0	e	ᴱ	己ᴱ	頭文字唯一
2340	content	eksped	送	2	2	6	e	ᴱ	送ᴱ	頭文字唯一
2341	content	ekvator	赤	1	1	2			赤	単独
2342	content	ekzekut	执	1	1	5			执	単独
2343	content	elast	弹	2	3	19	e	ᴱ	弹ᴱ	頭文字唯一
2344	content	elektronik	电	3	4	7	en	ᴱᴺ	电ᴱᴺ	子音位置5
2345	content	emajl	釉	1	1	6			釉	単独
2346	content	epidemi	疫	1	1	6			疫	単独
2347	content	eskap	逃	2	2	7	e	ᴱ	逃ᴱ	頭文字唯一
2348	content	etap	段	2	2	2	et	ᴱᵀ	段ᴱᵀ	子音位置1
2349	content	fikci	虚	1	1	10			虚	単独
2350	content	flik	补	1	1	14			补	単独
2351	content	flustr	悄	1	1	4			悄	単独
2352	content	formul	式	4	4	6	f	ᶠ	式ᶠ	頭文字唯一
2353	content	fripon	骗	2	2	7	f	ᶠ	骗ᶠ	頭文字唯一
2354	content	front	前	2	2	27	f	ᶠ	前ᶠ	頭文字唯一
2355	content	fuĝ	逃	1	2	7			逃	基本形
2356	content	fung	菌	1	3	42			菌	基本形
2357	content	furioz	狂	2	3	9	f	ᶠ	狂ᶠ	頭文字唯一
2358	content	ĝemel	孪	1	1	16			孪	単独
2359	content	generaci	代	3	4	7	g	ᴳ	代ᴳ	頭文字唯一
2360	content	gent	族	3	3	15	g	ᴳ	族ᴳ	頭文字唯一
2361	content	geografi	地	3	3	0	g	ᴳ	地ᴳ	頭文字唯一
2362	content	ĝerm	芽	1	2	11			芽	基本形
2363	content	glav	剑	1	1	14			剑	単独
2364	content	gram	克	1	1	55			克	単独
2365	content	gramatik	语	2	2	13	g	ᴳ	语ᴳ	頭文字唯一
2366	content	grandioz	宏	1	1	5			宏	単独
2367	content	grat	抓	1	1	12			抓	単独
2368	content	graved	孕	1	1	9			孕	単独
2369	content	gru	鹤	1	1	13			鹤	単独
2370	content	grumbl	怨	1	1	5			怨	単独
2371	content	hal	厅	2	2	5	h	ᴴ	厅ᴴ	頭文字唯一
2372	content	harmoni	谐	1	2	8			谐	基本形
2373	content	hazard	偶	3	4	8	h	ᴴ	偶ᴴ	頭文字唯一
2374	content	helikopter	机	3	4	1	h	ᴴ	机ᴴ	頭文字唯一
2375	content	hepat	肝	1	1	18			肝	単独
2376	content	herold	告	2	2	2	h	ᴴ	告ᴴ	頭文字唯一
2377	content	higien	卫	1	1	6			卫	単独
2378	content	himn	颂	1	1	5			颂	単独
2379	content	ĥor	唱	2	2	14	ĥ	ᴴ̂	唱ᴴ̂	頭文字唯一
2380	content	horde	麦	2	3	5	h	ᴴ	麦ᴴ	頭文字唯一
2381	content	horizont	界	3	3	4	h	ᴴ	界ᴴ	頭文字唯一
2382	content	human	仁	1	1	7			仁	単独
2383	content	ignor	忽	1	2	6			忽	基本形
2384	content	implik	缠	1	1	11			缠	単独
2385	content	imun	免	1	1	30			免	単独
2386	content	incit	惹	1	1	9			惹	単独
2387	content	indign	愤	1	1	9			愤	単独
2388	content	indik	指	2	2	21	i	ᴵ	指ᴵ	頭文字唯一
2389	content	individu	个	1	1	11			个	単独
2390	content	indulg	饶	1	1	10			饶	単独
2391	content	infekt	染	1	1	17			染	単独
2392	content	infer	狱	1	1	8			狱	単独
2393	content	iniciat	创	2	3	9	i	ᴵ	创ᴵ	同頭文字初出/頭文字単独
2394	content	injekt	注	2	3	7	i	ᴵ	注ᴵ	頭文字唯一
2395	content	insign	徽	1	1	2			徽	単独
2396	content	inspir	启	1	1	6			启	単独
2397	content	interpret	译	2	2	12	i	ᴵ	译ᴵ	頭文字唯一
2398	content	intest	肠	2	2	10	i	ᴵ	肠ᴵ	頭文字唯一
