類型	層A	語A	面A	層B	語B	面B
高重複(恣意的)	PEJVO	torpedisto	鱼雷家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	trah^eito	气管ᵀᴴ̂炎ᵀ	PIV	trakeoido	气管似ᴼ
高重複(恣意的)	PEJVO	trah^eito	气管ᵀᴴ̂炎ᵀ	PIV	trakeuloj	气管者
高重複(恣意的)	PEJVO	troposfero	对流层	PIV	kontrau^gripa	对流感
高重複(恣意的)	PEJVO	unudiisto	一神家	PIV	unitariano	一神员
完全衝突(異義)	PIV	lamprido	月鱼	PIV	lunfis^o	月鱼
完全衝突(異義)	PIV	paleo	内壳	PIV	ens^ele	内壳
完全衝突(異義)	PIV	sinklinalo	向斜	PIV	alklini	向斜
転置(恣意的)	PIV	draj^o	根芽	PIV	g^ermradiko	芽根
高重複(恣意的)	PIV	ahimsano	不害员	PIV	nenocivo	不害能ᴵ
高重複(恣意的)	PIV	ananasfrukto	菠萝果	PIV	jakvo	菠萝蜜
高重複(恣意的)	PIV	arkidiakono	首ᴬ助祭	PIV	c^efvikario	首副祭
高重複(恣意的)	PIV	bigaradujo	酸橙器	PIV	jogurtaparato	酸乳器ᴬ
高重複(恣意的)	PIV	bitumeca	沥青ᴮ性	PIV	pec^blendo	沥青ᴾ甲ᴮ
高重複(恣意的)	PIV	bitumeca	沥青ᴮ性	PIV	pec^erco	沥青ᴾ矿ᴱ
高重複(恣意的)	PIV	bitumoza	沥青ᴮ富ᴼ	PIV	pec^blendo	沥青ᴾ甲ᴮ
高重複(恣意的)	PIV	bitumoza	沥青ᴮ富ᴼ	PIV	pec^erco	沥青ᴾ矿ᴱ
高重複(恣意的)	PIV	bufedoj	蛤蟆科ᴱ	PIV	lofio	蛤蟆鱼
高重複(恣意的)	PIV	c^urovoj	精液ᶜ̂卵	PIV	spermicido	精液杀
高重複(恣意的)	PIV	cianorito	青金盐ᴵ	PIV	bikromiato	二ᴮ金ᴷᴿ盐ᴬ
高重複(恣意的)	PIV	cianorito	青金盐ᴵ	PIV	dikromiato	二ᴰᴵ金ᴷᴿ盐ᴬ
高重複(恣意的)	PIV	cianorito	青金盐ᴵ	PIV	platenato	白金盐ᴬ
高重複(恣意的)	PIV	cidoniujo	木瓜ᶜ器	PIV	karikfikuso	木瓜ᴷ榕
高重複(恣意的)	PIV	citologo	胞ᶜᵀ学家	PIV	dietikisto	节学ᴵ家
高重複(恣意的)	PIV	citologo	胞ᶜᵀ学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PIV	citologo	胞ᶜᵀ学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PIV	citologo	胞ᶜᵀ学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PIV	diazotato	二ᴰᴵ氮ᴬ盐ᴬ	PIV	bisulfito	二ᴮ硫盐ᴵ
高重複(恣意的)	PIV	diazotato	二ᴰᴵ氮ᴬ盐ᴬ	PIV	hiponitrito	亚氮盐ᴵ
高重複(恣意的)	PIV	dietikisto	节学ᴵ家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PIV	dietikisto	节学ᴵ家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PIV	dietikisto	节学ᴵ家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PIV	dietikisto	节学ᴵ家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PIV	dietikisto	节学ᴵ家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PIV	dietikisto	节学ᴵ家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PIV	dikromiato	二ᴰᴵ金ᴷᴿ盐ᴬ	PIV	bisulfito	二ᴮ硫盐ᴵ
高重複(恣意的)	PIV	diktamn-origano	草ᴰᵀ-香草ᴼ	PIV	herbejkreso	草所草ᴷ
高重複(恣意的)	PIV	dipodedoj	二ᴰᴵ足ᴾᴼ科ᴱ	PIV	dupiedulo	二足者
高重複(恣意的)	PIV	faluseca	阳具ᶠ性	PIV	kacingo	阳具座
高重複(恣意的)	PIV	faluseca	阳具ᶠ性	PIV	kacujo	阳具器
高重複(恣意的)	PIV	frajaj^o	鱼卵物	PIV	fis^ovaro	鱼卵群
高重複(恣意的)	PIV	furunkozo	毒疮ᶠ症ᴼ	PIV	s^ankroida	毒疮似ᴼ
高重複(恣意的)	PIV	globulino	球蛋白	PIV	heteroproteino	异ᴴ蛋白
高重複(恣意的)	PIV	globulino	球蛋白	PIV	lipidproteino	脂ᴸᴾ蛋白
高重複(恣意的)	PIV	harasplenio	毛羊齿ᴬˢ	PIV	reg^filiko	王羊齿
高重複(恣意的)	PIV	harasplenio	毛羊齿ᴬˢ	PIV	vezikfiliko	囊羊齿
高重複(恣意的)	PIV	hipokastanacoj	马栗科ᴬ	PIV	c^evalkas^tanujo	马栗器
高重複(恣意的)	PIV	ih^tiologo	鱼ᴵᴴ̂学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PIV	ih^tiologo	鱼ᴵᴴ̂学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PIV	ih^tiologo	鱼ᴵᴴ̂学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PIV	iktiologo	鱼ᴵᴷ学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PIV	iktiologo	鱼ᴵᴷ学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PIV	iktiologo	鱼ᴵᴷ学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PIV	karjo	山核桃	PIV	pekanarbo	山核桃ᴾ树
高重複(恣意的)	PIV	kasio	腊肠树	PIV	salamo-taktiko	腊肠o-术
高重複(恣意的)	PIV	kladikisto	支ᴷ学ᴵ家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PIV	kladikisto	支ᴷ学ᴵ家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PIV	kladikisto	支ᴷ学ᴵ家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PIV	kladikisto	支ᴷ学ᴵ家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PIV	komputikisto	算ᴷᴹ学ᴵ家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PIV	komputikisto	算ᴷᴹ学ᴵ家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PIV	komputikisto	算ᴷᴹ学ᴵ家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PIV	komputikisto	算ᴷᴹ学ᴵ家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PIV	kondrektomio	软骨ᴷᴺ除ᴱᴷ	PIV	kartilagfis^oj	软骨鱼
高重複(恣意的)	PIV	kondrito	软骨ᴷᴺ炎ᵀ	PIV	kartilagfis^oj	软骨鱼
高重複(恣意的)	PIV	kondromo	软骨ᴷᴺ瘤	PIV	kartilagfis^oj	软骨鱼
高重複(恣意的)	PIV	kontrafagoto	反ᴷ大管	PIV	malgrandaj^o	反大物
高重複(恣意的)	PIV	kontrafagoto	反ᴷ大管	PIV	malgrandfida	反大信ᶠ
高重複(恣意的)	PIV	ledkuloto	革短裤	PIV	bans^orto	浴短裤ˢ̂
高重複(恣意的)	PIV	metodikisto	法ᴹ学ᴵ家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PIV	metodikisto	法ᴹ学ᴵ家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PIV	metodikisto	法ᴹ学ᴵ家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PIV	metodikisto	法ᴹ学ᴵ家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PIV	murasplenio	壁羊齿ᴬˢ	PIV	reg^filiko	王羊齿
高重複(恣意的)	PIV	murasplenio	壁羊齿ᴬˢ	PIV	vezikfiliko	囊羊齿
高重複(恣意的)	PIV	nervizi	神经化	PIV	neu^rito	神经ᴺᵁ̆炎ᵀ
高重複(恣意的)	PIV	nervizi	神经化	PIV	neu^romo	神经ᴺᵁ̆瘤
高重複(恣意的)	PIV	nestasplenio	巢羊齿ᴬˢ	PIV	reg^filiko	王羊齿
高重複(恣意的)	PIV	nestasplenio	巢羊齿ᴬˢ	PIV	vezikfiliko	囊羊齿
高重複(恣意的)	PIV	neu^rito	神经ᴺᵁ̆炎ᵀ	PIV	nervimpulso	神经冲
高重複(恣意的)	PIV	neu^romo	神经ᴺᵁ̆瘤	PIV	nervimpulso	神经冲
高重複(恣意的)	PIV	ozonizi	臭氧化	PIV	dioksido	二ᴰᴵ氧化
高重複(恣意的)	PIV	ozonizi	臭氧化	PIV	monooksido	单氧化
高重複(恣意的)	PIV	ozonizi	臭氧化	PIV	sulfoksido	硫氧化
高重複(恣意的)	PIV	pafarmilo	射武具	PIV	incidindikatoro	射ᴵ指ᴵ具ᴬ
高重複(恣意的)	PIV	sciuredoj	松鼠科ᴱ	PIV	vajro	松鼠皮
高重複(恣意的)	PIV	sportkuloto	体ˢ短裤	PIV	bans^orto	浴短裤ˢ̂
高重複(恣意的)	PIV	tonsilektomio	扁桃ᵀ除ᴱᴷ	PIV	migdalprunuso	扁桃李ᴾˢ
高重複(恣意的)	PIV	viperedoj	毒蛇科ᴱ	PIV	vipurdrako	毒蛇ⱽᵁ龙
高重複(恣意的)	PIV	vorema	贪食倾	PIV	-voranto	贪食在
高重複(恣意的)	PIV	vorema	贪食倾	PIV	-voruloj	贪食者
