"root"	"kanji"	"id"	"id_super"	"disp"	"band"	"F"	"groupkey"
"ejns^tejni"	"金"	"ej"	"ᴱᴶ"	"金ᴱᴶ"	"piv"	"1"	"金"
"mendelevi"	"金"	"mn"	"ᴹᴺ"	"金ᴹᴺ"	"piv"	"1"	"金"
"prazeodim"	"金"	"pz"	"ᴾᶻ"	"金ᴾᶻ"	"piv"	"1"	"金"
"protaktini"	"金"	"pk"	"ᴾᴷ"	"金ᴾᴷ"	"piv"	"1"	"金"
"januar"	"一月"	""	""	"一月"	"cal"	"1"	"一月"
"fajr"	"火"	""	""	"火"	"basic"	"61"	"火"
"mard"	"火"	"m"	"ᴹ"	"火ᴹ"	"cal"	"4"	"火"
"tag"	"日"	""	""	"日"	"basic"	"80"	"日"
"helio"	"日"	"h"	"ᴴ"	"日ᴴ"	"pejvo"	"10"	"日"
"diurn"	"日"	"d"	"ᴰ"	"日ᴰ"	"pejvo"	"2"	"日"
"dimanĉ"	"日"	"dm"	"ᴰᴹ"	"日ᴰᴹ"	"cal"	"5"	"日"
"novembr"	"十一月"	""	""	"十一月"	"cal"	"1"	"十一月"
"decembr"	"十二月"	""	""	"十二月"	"cal"	"2"	"十二月"
"lign"	"木"	""	""	"木"	"basic"	"51"	"木"
"ksil"	"木"	"k"	"ᴷ"	"木ᴷ"	"pejvo"	"6"	"木"
"ĵaŭd"	"木"	"ĵ"	"ᴶ̂"	"木ᴶ̂"	"cal"	"3"	"木"
"sorp"	"木"	"s"	"ˢ"	"木ˢ"	"pejvo"	"2"	"木"
"tili"	"木"	"t"	"ᵀ"	"木ᵀ"	"pejvo"	"2"	"木"
"muskat"	"木"	"m"	"ᴹ"	"木ᴹ"	"pejvo"	"6"	"木"
"kola"	"木"	"kl"	"ᴷᴸ"	"木ᴷᴸ"	"pejvo"	"1"	"木"
"gnet"	"木"	"g"	"ᴳ"	"木ᴳ"	"pejvo"	"1"	"木"
"kornus"	"木"	"kr"	"ᴷᴿ"	"木ᴷᴿ"	"pejvo"	"2"	"木"
"viburn"	"木"	"v"	"ⱽ"	"木ⱽ"	"pejvo"	"1"	"木"
"evonim"	"木"	"e"	"ᴱ"	"木ᴱ"	"pejvo"	"1"	"木"
"magnoli"	"木"	"mg"	"ᴹᴳ"	"木ᴹᴳ"	"pejvo"	"1"	"木"
"terebint"	"木"	"tr"	"ᵀᴿ"	"木ᵀᴿ"	"pejvo"	"1"	"木"
"berberis"	"木"	"b"	"ᴮ"	"木ᴮ"	"pejvo"	"1"	"木"
"ro"	"木"	"r"	"ᴿ"	"木ᴿ"	"piv"	"2"	"木"
"c^at"	"木"	"ĉ"	"ᶜ̂"	"木ᶜ̂"	"piv"	"1"	"木"
"der"	"木"	"d"	"ᴰ"	"木ᴰ"	"piv"	"1"	"木"
"ele"	"木"	"el"	"ᴱᴸ"	"木ᴱᴸ"	"piv"	"1"	"木"
"anon"	"木"	"a"	"ᴬ"	"木ᴬ"	"piv"	"1"	"木"
"biks"	"木"	"bk"	"ᴮᴷ"	"木ᴮᴷ"	"piv"	"1"	"木"
"bold"	"木"	"bl"	"ᴮᴸ"	"木ᴮᴸ"	"piv"	"1"	"木"
"ceib"	"木"	"c"	"ᶜ"	"木ᶜ"	"piv"	"1"	"木"
"duri"	"木"	"du"	"ᴰᵁ"	"木ᴰᵁ"	"piv"	"1"	"木"
"flog"	"木"	"f"	"ᶠ"	"木ᶠ"	"piv"	"1"	"木"
"gari"	"木"	"gr"	"ᴳᴿ"	"木ᴳᴿ"	"piv"	"1"	"木"
"guta"	"木"	"gt"	"ᴳᵀ"	"木ᴳᵀ"	"piv"	"1"	"木"
"heve"	"木"	"h"	"ᴴ"	"木ᴴ"	"piv"	"1"	"木"
"koril"	"木"	"ki"	"ᴷᴵ"	"木ᴷᴵ"	"piv"	"2"	"木"
"fenik"	"木"	"fn"	"ᶠᴺ"	"木ᶠᴺ"	"piv"	"1"	"木"
"kluzi"	"木"	"kz"	"ᴷᶻ"	"木ᴷᶻ"	"piv"	"1"	"木"
"akebi"	"木"	"ak"	"ᴬᴷ"	"木ᴬᴷ"	"piv"	"1"	"木"
"arali"	"木"	"ar"	"ᴬᴿ"	"木ᴬᴿ"	"piv"	"1"	"木"
"au^kub"	"木"	"aŭ"	"ᴬᵁ̆"	"木ᴬᵁ̆"	"piv"	"1"	"木"
"avero"	"木"	"av"	"ᴬⱽ"	"木ᴬⱽ"	"piv"	"1"	"木"
"balat"	"木"	"bt"	"ᴮᵀ"	"木ᴮᵀ"	"piv"	"1"	"木"
"budle"	"木"	"bd"	"ᴮᴰ"	"木ᴮᴰ"	"piv"	"1"	"木"
"cestr"	"木"	"cs"	"ᶜˢ"	"木ᶜˢ"	"piv"	"1"	"木"
"cikas"	"木"	"ck"	"ᶜᴷ"	"木ᶜᴷ"	"piv"	"1"	"木"
"damar"	"木"	"dm"	"ᴰᴹ"	"木ᴰᴹ"	"piv"	"1"	"木"
"efedr"	"木"	"ef"	"ᴱᶠ"	"木ᴱᶠ"	"piv"	"1"	"木"
"ereti"	"木"	"er"	"ᴱᴿ"	"木ᴱᴿ"	"piv"	"1"	"木"
"eskul"	"木"	"es"	"ᴱˢ"	"木ᴱˢ"	"piv"	"1"	"木"
"kopaiv"	"木"	"kp"	"ᴷᴾ"	"木ᴷᴾ"	"piv"	"1"	"木"
"kupres"	"木"	"ks"	"ᴷˢ"	"木ᴷˢ"	"piv"	"1"	"木"
"burser"	"木"	"bu"	"ᴮᵁ"	"木ᴮᵁ"	"piv"	"1"	"木"
"agatid"	"木"	"ag"	"ᴬᴳ"	"木ᴬᴳ"	"piv"	"1"	"木"
"albizi"	"木"	"al"	"ᴬᴸ"	"木ᴬᴸ"	"piv"	"1"	"木"
"amirid"	"木"	"am"	"ᴬᴹ"	"木ᴬᴹ"	"piv"	"1"	"木"
"anagir"	"木"	"an"	"ᴬᴺ"	"木ᴬᴺ"	"piv"	"1"	"木"
"antiar"	"木"	"at"	"ᴬᵀ"	"木ᴬᵀ"	"piv"	"1"	"木"
"argani"	"木"	"aa"	"ᴬᴬ"	"木ᴬᴬ"	"piv"	"1"	"木"
"au^kume"	"木"	"au"	"ᴬᵁ"	"木ᴬᵁ"	"piv"	"1"	"木"
"azarol"	"木"	"az"	"ᴬᶻ"	"木ᴬᶻ"	"piv"	"1"	"木"
"azimen"	"木"	"ai"	"ᴬᴵ"	"木ᴬᴵ"	"piv"	"1"	"木"
"banjan"	"木"	"bn"	"ᴮᴺ"	"木ᴮᴺ"	"piv"	"1"	"木"
"cedrel"	"木"	"cd"	"ᶜᴰ"	"木ᶜᴰ"	"piv"	"1"	"木"
"celtid"	"木"	"cl"	"ᶜᴸ"	"木ᶜᴸ"	"piv"	"1"	"木"
"cercid"	"木"	"cr"	"ᶜᴿ"	"木ᶜᴿ"	"piv"	"1"	"木"
"deodar"	"木"	"dd"	"ᴰᴰ"	"木ᴰᴰ"	"piv"	"1"	"木"
"dileni"	"木"	"dl"	"ᴰᴸ"	"木ᴰᴸ"	"piv"	"1"	"木"
"drimis"	"木"	"dr"	"ᴰᴿ"	"木ᴰᴿ"	"piv"	"1"	"木"
"empetr"	"木"	"em"	"ᴱᴹ"	"木ᴱᴹ"	"piv"	"1"	"木"
"eu^geni"	"木"	"eŭ"	"ᴱᵁ̆"	"木ᴱᵁ̆"	"piv"	"1"	"木"
"gvaran"	"木"	"gv"	"ᴳⱽ"	"木ᴳⱽ"	"piv"	"1"	"木"
"hikori"	"木"	"hk"	"ᴴᴷ"	"木ᴴᴷ"	"piv"	"1"	"木"
"himene"	"木"	"hm"	"ᴴᴹ"	"木ᴴᴹ"	"piv"	"1"	"木"
"hipofe"	"木"	"hp"	"ᴴᴾ"	"木ᴴᴾ"	"piv"	"1"	"木"
"simarub"	"木"	"sm"	"ˢᴹ"	"木ˢᴹ"	"piv"	"1"	"木"
"alatern"	"木"	"ae"	"ᴬᴱ"	"木ᴬᴱ"	"piv"	"1"	"木"
"aleu^rit"	"木"	"ale"	"ᴬᴸᴱ"	"木ᴬᴸᴱ"	"piv"	"1"	"木"
"amelanc^"	"木"	"aĉ"	"ᴬᶜ̂"	"木ᴬᶜ̂"	"piv"	"1"	"木"
"anamirt"	"木"	"ana"	"ᴬᴺᴬ"	"木ᴬᴺᴬ"	"piv"	"1"	"木"
"aviceni"	"木"	"ac"	"ᴬᶜ"	"木ᴬᶜ"	"piv"	"1"	"木"
"bau^hini"	"木"	"bŭ"	"ᴮᵁ̆"	"木ᴮᵁ̆"	"piv"	"1"	"木"
"bignoni"	"木"	"bg"	"ᴮᴳ"	"木ᴮᴳ"	"piv"	"1"	"木"
"bosveli"	"木"	"bs"	"ᴮˢ"	"木ᴮˢ"	"piv"	"1"	"木"
"celastr"	"木"	"ct"	"ᶜᵀ"	"木ᶜᵀ"	"piv"	"1"	"木"
"cinamom"	"木"	"cn"	"ᶜᴺ"	"木ᶜᴺ"	"piv"	"1"	"木"
"delonik"	"木"	"dk"	"ᴰᴷ"	"木ᴰᴷ"	"piv"	"1"	"木"
"epakrid"	"木"	"ep"	"ᴱᴾ"	"木ᴱᴾ"	"piv"	"1"	"木"
"eritren"	"木"	"en"	"ᴱᴺ"	"木ᴱᴺ"	"piv"	"1"	"木"
"garcini"	"木"	"gc"	"ᴳᶜ"	"木ᴳᶜ"	"piv"	"1"	"木"
"gledic^i"	"木"	"gl"	"ᴳᴸ"	"木ᴳᴸ"	"piv"	"1"	"木"
"hipoman"	"木"	"hn"	"ᴴᴺ"	"木ᴴᴺ"	"piv"	"1"	"木"
"grumis^am"	"木"	"gm"	"ᴳᴹ"	"木ᴳᴹ"	"piv"	"3"	"木"
"hur"	"木"	"hr"	"ᴴᴿ"	"木ᴴᴿ"	"piv"	"1"	"木"
"kad"	"木"	"kd"	"ᴷᴰ"	"木ᴷᴰ"	"piv"	"1"	"木"
"kus"	"木"	"ku"	"ᴷᵁ"	"木ᴷᵁ"	"piv"	"1"	"木"
"mug"	"木"	"mu"	"ᴹᵁ"	"木ᴹᵁ"	"piv"	"1"	"木"
"orn"	"木"	"o"	"ᴼ"	"木ᴼ"	"piv"	"1"	"木"
"as^ok"	"木"	"aŝ"	"ᴬˢ̂"	"木ᴬˢ̂"	"piv"	"2"	"木"
"kobe"	"木"	"kb"	"ᴷᴮ"	"木ᴷᴮ"	"piv"	"2"	"木"
"kava"	"木"	"kv"	"ᴷⱽ"	"木ᴷⱽ"	"piv"	"1"	"木"
"kofe"	"木"	"kf"	"ᴷᶠ"	"木ᴷᶠ"	"piv"	"1"	"木"
"kokl"	"木"	"kk"	"ᴷᴷ"	"木ᴷᴷ"	"piv"	"1"	"木"
"moli"	"木"	"ml"	"ᴹᴸ"	"木ᴹᴸ"	"piv"	"1"	"木"
"nau^l"	"木"	"n"	"ᴺ"	"木ᴺ"	"piv"	"1"	"木"
"opul"	"木"	"op"	"ᴼᴾ"	"木ᴼᴾ"	"piv"	"1"	"木"
"rafi"	"木"	"rf"	"ᴿᶠ"	"木ᴿᶠ"	"piv"	"1"	"木"
"ramn"	"木"	"rm"	"ᴿᴹ"	"木ᴿᴹ"	"piv"	"1"	"木"
"rusk"	"木"	"rs"	"ᴿˢ"	"木ᴿˢ"	"piv"	"1"	"木"
"skin"	"木"	"sk"	"ˢᴷ"	"木ˢᴷ"	"piv"	"1"	"木"
"tonk"	"木"	"tn"	"ᵀᴺ"	"木ᵀᴺ"	"piv"	"1"	"木"
"perse"	"木"	"p"	"ᴾ"	"木ᴾ"	"piv"	"2"	"木"
"iksor"	"木"	"i"	"ᴵ"	"木ᴵ"	"piv"	"1"	"木"
"kacur"	"木"	"kc"	"ᴷᶜ"	"木ᴷᶜ"	"piv"	"1"	"木"
"kalun"	"木"	"kn"	"ᴷᴺ"	"木ᴷᴺ"	"piv"	"1"	"木"
"kau^ri"	"木"	"kŭ"	"ᴷᵁ̆"	"木ᴷᵁ̆"	"piv"	"1"	"木"
"kubeb"	"木"	"ke"	"ᴷᴱ"	"木ᴷᴱ"	"piv"	"1"	"木"
"kumar"	"木"	"km"	"ᴷᴹ"	"木ᴷᴹ"	"piv"	"1"	"木"
"kvasi"	"木"	"ka"	"ᴷᴬ"	"木ᴷᴬ"	"piv"	"1"	"木"
"maduk"	"木"	"md"	"ᴹᴰ"	"木ᴹᴰ"	"piv"	"1"	"木"
"malus"	"木"	"ms"	"ᴹˢ"	"木ᴹˢ"	"piv"	"1"	"木"
"mirik"	"木"	"mr"	"ᴹᴿ"	"木ᴹᴿ"	"piv"	"1"	"木"
"okrom"	"木"	"ok"	"ᴼᴷ"	"木ᴼᴷ"	"piv"	"1"	"木"
"pajen"	"木"	"pj"	"ᴾᴶ"	"木ᴾᴶ"	"piv"	"1"	"木"
"papau^"	"木"	"pp"	"ᴾᴾ"	"木ᴾᴾ"	"piv"	"1"	"木"
"pirus"	"木"	"pi"	"ᴾᴵ"	"木ᴾᴵ"	"piv"	"1"	"木"
"psidi"	"木"	"ps"	"ᴾˢ"	"木ᴾˢ"	"piv"	"1"	"木"
"robur"	"木"	"rb"	"ᴿᴮ"	"木ᴿᴮ"	"piv"	"1"	"木"
"sarak"	"木"	"sr"	"ˢᴿ"	"木ˢᴿ"	"piv"	"1"	"木"
"sofor"	"木"	"sf"	"ˢᶠ"	"木ˢᶠ"	"piv"	"1"	"木"
"spire"	"木"	"sp"	"ˢᴾ"	"木ˢᴾ"	"piv"	"1"	"木"
"strob"	"木"	"st"	"ˢᵀ"	"木ˢᵀ"	"piv"	"1"	"木"
"sumak"	"木"	"su"	"ˢᵁ"	"木ˢᵁ"	"piv"	"1"	"木"
"jambos"	"木"	"j"	"ᴶ"	"木ᴶ"	"piv"	"1"	"木"
"johimb"	"木"	"jh"	"ᴶᴴ"	"木ᴶᴴ"	"piv"	"1"	"木"
"kanang"	"木"	"kg"	"ᴷᴳ"	"木ᴷᴳ"	"piv"	"1"	"木"
"karite"	"木"	"kt"	"ᴷᵀ"	"木ᴷᵀ"	"piv"	"1"	"木"
"katalp"	"木"	"kat"	"ᴷᴬᵀ"	"木ᴷᴬᵀ"	"piv"	"1"	"木"
"kebrac^"	"木"	"kĉ"	"ᴷᶜ̂"	"木ᴷᶜ̂"	"piv"	"1"	"木"
"kolute"	"木"	"ko"	"ᴷᴼ"	"木ᴷᴼ"	"piv"	"1"	"木"
"laburn"	"木"	"lb"	"ᴸᴮ"	"木ᴸᴮ"	"piv"	"1"	"木"
"larici"	"木"	"lr"	"ᴸᴿ"	"木ᴸᴿ"	"piv"	"1"	"木"
"longan"	"木"	"ln"	"ᴸᴺ"	"木ᴸᴺ"	"piv"	"1"	"木"
"lorant"	"木"	"lt"	"ᴸᵀ"	"木ᴸᵀ"	"piv"	"1"	"木"
"makeri"	"木"	"mk"	"ᴹᴷ"	"木ᴹᴷ"	"piv"	"1"	"木"
"mezere"	"木"	"mz"	"ᴹᶻ"	"木ᴹᶻ"	"piv"	"1"	"木"
"musend"	"木"	"mn"	"ᴹᴺ"	"木ᴹᴺ"	"piv"	"1"	"木"
"negund"	"木"	"ng"	"ᴺᴳ"	"木ᴺᴳ"	"piv"	"1"	"木"
"pandan"	"木"	"pn"	"ᴾᴺ"	"木ᴾᴺ"	"piv"	"1"	"木"
"pitang"	"木"	"pt"	"ᴾᵀ"	"木ᴾᵀ"	"piv"	"1"	"木"
"pumili"	"木"	"pm"	"ᴾᴹ"	"木ᴾᴹ"	"piv"	"1"	"木"
"ramonc^"	"木"	"rĉ"	"ᴿᶜ̂"	"木ᴿᶜ̂"	"piv"	"1"	"木"
"robini"	"木"	"ri"	"ᴿᴵ"	"木ᴿᴵ"	"piv"	"1"	"木"
"sapind"	"木"	"sd"	"ˢᴰ"	"木ˢᴰ"	"piv"	"1"	"木"
"sorbus"	"木"	"sb"	"ˢᴮ"	"木ˢᴮ"	"piv"	"1"	"木"
"sparti"	"木"	"sa"	"ˢᴬ"	"木ˢᴬ"	"piv"	"1"	"木"
"strikn"	"木"	"sn"	"ˢᴺ"	"木ˢᴺ"	"piv"	"1"	"木"
"telope"	"木"	"tp"	"ᵀᴾ"	"木ᵀᴾ"	"piv"	"1"	"木"
"tipuan"	"木"	"ti"	"ᵀᴵ"	"木ᵀᴵ"	"piv"	"1"	"木"
"tujops"	"木"	"tj"	"ᵀᴶ"	"木ᵀᴶ"	"piv"	"1"	"木"
"zelkov"	"木"	"z"	"ᶻ"	"木ᶻ"	"piv"	"1"	"木"
"kajeput"	"木"	"kj"	"ᴷᴶ"	"木ᴷᴶ"	"piv"	"1"	"木"
"karagan"	"木"	"kar"	"ᴷᴬᴿ"	"木ᴷᴬᴿ"	"piv"	"1"	"木"
"kastane"	"木"	"kas"	"ᴷᴬˢ"	"木ᴷᴬˢ"	"piv"	"1"	"木"
"kenomel"	"木"	"ken"	"ᴷᴱᴺ"	"木ᴷᴱᴺ"	"piv"	"1"	"木"
"kokolob"	"木"	"kok"	"ᴷᴼᴷ"	"木ᴷᴼᴷ"	"piv"	"1"	"木"
"kombret"	"木"	"kom"	"ᴷᴼᴹ"	"木ᴷᴼᴹ"	"piv"	"1"	"木"
"komifor"	"木"	"komi"	"ᴷᴼᴹᴵ"	"木ᴷᴼᴹᴵ"	"piv"	"1"	"木"
"lavsoni"	"木"	"lv"	"ᴸⱽ"	"木ᴸⱽ"	"piv"	"1"	"木"
"lecitid"	"木"	"lc"	"ᴸᶜ"	"木ᴸᶜ"	"piv"	"1"	"木"
"lentisk"	"木"	"ls"	"ᴸˢ"	"木ᴸˢ"	"piv"	"1"	"木"
"mangrov"	"木"	"mv"	"ᴹⱽ"	"木ᴹⱽ"	"piv"	"1"	"木"
"monodor"	"木"	"mo"	"ᴹᴼ"	"木ᴹᴼ"	"piv"	"1"	"木"
"palakvi"	"木"	"pl"	"ᴾᴸ"	"木ᴾᴸ"	"piv"	"1"	"木"
"pau^lini"	"木"	"pŭ"	"ᴾᵁ̆"	"木ᴾᵁ̆"	"piv"	"1"	"木"
"pinastr"	"木"	"pr"	"ᴾᴿ"	"木ᴾᴿ"	"piv"	"1"	"木"
"pistaci"	"木"	"pc"	"ᴾᶜ"	"木ᴾᶜ"	"piv"	"1"	"木"
"ravenal"	"木"	"rv"	"ᴿⱽ"	"木ᴿⱽ"	"piv"	"1"	"木"
"sviteni"	"木"	"sv"	"ˢⱽ"	"木ˢⱽ"	"piv"	"1"	"木"
"taksodi"	"木"	"tk"	"ᵀᴷ"	"木ᵀᴷ"	"piv"	"1"	"木"
"teobrom"	"木"	"tb"	"ᵀᴮ"	"木ᵀᴮ"	"piv"	"1"	"木"
"tibus^en"	"木"	"tŝ"	"ᵀˢ̂"	"木ᵀˢ̂"	"piv"	"1"	"木"
"andromed"	"木"	"ad"	"ᴬᴰ"	"木ᴬᴰ"	"piv"	"3"	"木"
"angostur"	"木"	"as"	"ᴬˢ"	"木ᴬˢ"	"piv"	"2"	"木"
"akvifoli"	"木"	"af"	"ᴬᶠ"	"木ᴬᶠ"	"piv"	"1"	"木"
"anakardi"	"木"	"anak"	"ᴬᴺᴬᴷ"	"木ᴬᴺᴬᴷ"	"piv"	"1"	"木"
"artokarp"	"木"	"ap"	"ᴬᴾ"	"木ᴬᴾ"	"piv"	"1"	"木"
"bugenvil"	"木"	"bv"	"ᴮⱽ"	"木ᴮⱽ"	"piv"	"1"	"木"
"ceratoni"	"木"	"ce"	"ᶜᴱ"	"木ᶜᴱ"	"piv"	"1"	"木"
"dalbergi"	"木"	"db"	"ᴰᴮ"	"木ᴰᴮ"	"piv"	"1"	"木"
"dipterik"	"木"	"dp"	"ᴰᴾ"	"木ᴰᴾ"	"piv"	"1"	"木"
"fortunel"	"木"	"fr"	"ᶠᴿ"	"木ᶠᴿ"	"piv"	"1"	"木"
"gau^lteri"	"木"	"gŭ"	"ᴳᵁ̆"	"木ᴳᵁ̆"	"piv"	"1"	"木"
"jaborand"	"木"	"jb"	"ᴶᴮ"	"木ᴶᴮ"	"piv"	"1"	"木"
"jakarand"	"木"	"jk"	"ᴶᴷ"	"木ᴶᴷ"	"piv"	"1"	"木"
"kalitris"	"木"	"kal"	"ᴷᴬᴸ"	"木ᴷᴬᴸ"	"piv"	"1"	"木"
"kamerops"	"木"	"kam"	"ᴷᴬᴹ"	"木ᴷᴬᴹ"	"piv"	"1"	"木"
"kaskaril"	"木"	"kask"	"ᴷᴬˢᴷ"	"木ᴷᴬˢᴷ"	"piv"	"1"	"木"
"kazuaren"	"木"	"kaz"	"ᴷᴬᶻ"	"木ᴷᴬᶻ"	"piv"	"1"	"木"
"kopaifer"	"木"	"kop"	"ᴷᴼᴾ"	"木ᴷᴼᴾ"	"piv"	"1"	"木"
"ksiloste"	"木"	"ksi"	"ᴷˢᴵ"	"木ᴷˢᴵ"	"piv"	"1"	"木"
"mangifer"	"木"	"mf"	"ᴹᶠ"	"木ᴹᶠ"	"piv"	"1"	"木"
"manilkar"	"木"	"ma"	"ᴹᴬ"	"木ᴹᴬ"	"piv"	"1"	"木"
"melaleu^k"	"木"	"mŭ"	"ᴹᵁ̆"	"木ᴹᵁ̆"	"piv"	"1"	"木"
"miristik"	"木"	"mi"	"ᴹᴵ"	"木ᴹᴵ"	"piv"	"1"	"木"
"miroksil"	"木"	"mir"	"ᴹᴵᴿ"	"木ᴹᴵᴿ"	"piv"	"1"	"木"
"pau^lovni"	"木"	"pv"	"ᴾⱽ"	"木ᴾⱽ"	"piv"	"1"	"木"
"pilokarp"	"木"	"pk"	"ᴾᴷ"	"木ᴾᴷ"	"piv"	"1"	"木"
"pirakant"	"木"	"pa"	"ᴾᴬ"	"木ᴾᴬ"	"piv"	"1"	"木"
"podokarp"	"木"	"pd"	"ᴾᴰ"	"木ᴾᴰ"	"piv"	"1"	"木"
"rambutan"	"木"	"rt"	"ᴿᵀ"	"木ᴿᵀ"	"piv"	"1"	"木"
"sasafras"	"木"	"ss"	"ˢˢ"	"木ˢˢ"	"piv"	"1"	"木"
"semekarp"	"木"	"se"	"ˢᴱ"	"木ˢᴱ"	"piv"	"1"	"木"
"sterkuli"	"木"	"sl"	"ˢᴸ"	"木ˢᴸ"	"piv"	"1"	"木"
"strofant"	"木"	"so"	"ˢᴼ"	"木ˢᴼ"	"piv"	"1"	"木"
"klementin"	"木"	"kle"	"ᴷᴸᴱ"	"木ᴷᴸᴱ"	"piv"	"4"	"木"
"kalam"	"木"	"kala"	"ᴷᴬᴸᴬ"	"木ᴷᴬᴸᴬ"	"piv"	"1"	"木"
"grosulari"	"木"	"gs"	"ᴳˢ"	"木ᴳˢ"	"piv"	"1"	"木"
"astrakant"	"木"	"ast"	"ᴬˢᵀ"	"木ᴬˢᵀ"	"piv"	"1"	"木"
"bertoleti"	"木"	"br"	"ᴮᴿ"	"木ᴮᴿ"	"piv"	"1"	"木"
"brunfelsi"	"木"	"bf"	"ᴮᶠ"	"木ᴮᶠ"	"piv"	"1"	"木"
"brusoneti"	"木"	"bo"	"ᴮᴼ"	"木ᴮᴼ"	"piv"	"1"	"木"
"cezalpini"	"木"	"cz"	"ᶜᶻ"	"木ᶜᶻ"	"piv"	"1"	"木"
"foradendr"	"木"	"fd"	"ᶠᴰ"	"木ᶠᴰ"	"piv"	"1"	"木"
"hamamelid"	"木"	"hl"	"ᴴᴸ"	"木ᴴᴸ"	"piv"	"1"	"木"
"krescenti"	"木"	"kre"	"ᴷᴿᴱ"	"木ᴷᴿᴱ"	"piv"	"1"	"木"
"mangostan"	"木"	"mt"	"ᴹᵀ"	"木ᴹᵀ"	"piv"	"1"	"木"
"metroksil"	"木"	"me"	"ᴹᴱ"	"木ᴹᴱ"	"piv"	"1"	"木"
"pterokarp"	"木"	"pe"	"ᴾᴱ"	"木ᴾᴱ"	"piv"	"1"	"木"
"terminali"	"木"	"tm"	"ᵀᴹ"	"木ᵀᴹ"	"piv"	"1"	"木"
"tetraklin"	"木"	"tt"	"ᵀᵀ"	"木ᵀᵀ"	"piv"	"1"	"木"
"vikstremi"	"木"	"vk"	"ⱽᴷ"	"木ⱽᴷ"	"piv"	"1"	"木"
"hipokastan"	"木"	"hs"	"ᴴˢ"	"木ᴴˢ"	"piv"	"1"	"木"
"cercidifil"	"木"	"cf"	"ᶜᶠ"	"木ᶜᶠ"	"piv"	"1"	"木"
"eritroksil"	"木"	"ek"	"ᴱᴷ"	"木ᴱᴷ"	"piv"	"1"	"木"
"hematoksil"	"木"	"ht"	"ᴴᵀ"	"木ᴴᵀ"	"piv"	"1"	"木"
"klerodendr"	"木"	"kler"	"ᴷᴸᴱᴿ"	"木ᴷᴸᴱᴿ"	"piv"	"1"	"木"
"liriodendr"	"木"	"ld"	"ᴸᴰ"	"木ᴸᴰ"	"piv"	"1"	"木"
"dipterokarp"	"木"	"dt"	"ᴰᵀ"	"木ᴰᵀ"	"piv"	"1"	"木"
"arktostafil"	"木"	"ao"	"ᴬᴼ"	"木ᴬᴼ"	"piv"	"1"	"木"
"kameciparis"	"木"	"kame"	"ᴷᴬᴹᴱ"	"木ᴷᴬᴹᴱ"	"piv"	"1"	"木"
"likvidambar"	"木"	"lk"	"ᴸᴷ"	"木ᴸᴷ"	"piv"	"1"	"木"
"sekvojadendr"	"木"	"sj"	"ˢᴶ"	"木ˢᴶ"	"piv"	"1"	"木"
"mart"	"三月"	""	""	"三月"	"cal"	"3"	"三月"
"grund"	"土"	""	""	"土"	"basic"	"23"	"土"
"sabat"	"土"	"s"	"ˢ"	"土ˢ"	"cal"	"5"	"土"
"saturn"	"土"	"st"	"ˢᵀ"	"土ˢᵀ"	"pejvo"	"3"	"土"
"septembr"	"九月"	""	""	"九月"	"cal"	"2"	"九月"
"akv"	"水"	""	""	"水"	"basic"	"201"	"水"
"hidr"	"水"	"h"	"ᴴ"	"水ᴴ"	"pref"	"63"	"水"
"merkred"	"水"	"m"	"ᴹ"	"水ᴹ"	"cal"	"4"	"水"
"maj"	"五月"	""	""	"五月"	"cal"	"8"	"五月"
"juli"	"七月"	""	""	"七月"	"cal"	"4"	"七月"
"februar"	"二月"	""	""	"二月"	"cal"	"1"	"二月"
"juni"	"六月"	""	""	"六月"	"cal"	"3"	"六月"
"lun"	"月"	""	""	"月"	"basic"	"35"	"月"
"monat"	"月"	"m"	"ᴹ"	"月ᴹ"	"basic"	"26"	"月"
"lund"	"月"	"ld"	"ᴸᴰ"	"月ᴸᴰ"	"cal"	"3"	"月"
"kapric"	"任"	""	""	"任"	"basic"	"4"	"任"
"ajn"	"任"	"a"	"ᴬ"	"任ᴬ"	"func"	"0"	"任"
"investitur"	"任"	"i"	"ᴵ"	"任ᴵ"	"pejvo"	"2"	"任"
"ambaŭ"	"两"	""	""	"两"	"func"	"13"	"两"
"ankaŭ"	"也"	""	""	"也"	"func"	"1"	"也"
"plu"	"还"	""	""	"还"	"func"	"21"	"还"
"ankoraŭ"	"还"	"a"	"ᴬ"	"还ᴬ"	"func"	"4"	"还"
"geni"	"才"	""	""	"才"	"basic"	"4"	"才"
"talent"	"才"	"t"	"ᵀ"	"才ᵀ"	"basic"	"5"	"才"
"apenaŭ"	"才"	"a"	"ᴬ"	"才ᴬ"	"func"	"3"	"才"
"aŭ"	"或"	""	""	"或"	"func"	"4"	"或"
"ont"	"将"	""	""	"将"	"suf"	"24"	"将"
"baldaŭ"	"将"	"b"	"ᴮ"	"将ᴮ"	"func"	"4"	"将"
"general"	"将"	"g"	"ᴳ"	"将ᴳ"	"basic"	"5"	"将"
"ĉu"	"吗"	""	""	"吗"	"func"	"3"	"吗"
"do"	"故"	""	""	"故"	"func"	"2"	"故"
"eĉ"	"连"	""	""	"连"	"func"	"2"	"连"
"kupl"	"连"	"k"	"ᴷ"	"连ᴷ"	"pejvo"	"14"	"连"
