"root","k","id","P","band","F","gsize"
"foir","集","f","-1.202","basic","9","4"
"kolekt","集","","-2.664","basic","40","4"
"kolektiv","集","kv","1","basic","0","4"
"koncentr","集","kn","-1.565","basic","12","4"
"nul","零","","-1.765","basic","19","1"
"aĉet","买","","-2.896","basic","26","1"
"arb","树","","-4.217","basic","150","3"
"dendro","树","d","-0.686","piv","3","3"
"fag","树","f","-2.144","basic","18","3"
"meti","艺","m","-2.385","basic","11","2"
"art","艺","","-4.232","basic","81","2"
"atend","待","a","-2.039","basic","15","2"
"ot","待","","-2.258","suf","21","2"
"aŭskult","听","as","-2.165","basic","12","2"
"aŭd","听","","-2.83","basic","29","2"
"tajp","打","t","-2.379","basic","13","3"
"dras^","打","d","-1.819","pejvo","7","3"
"bat","打","","-3.9","basic","67","3"
"bezon","需","","-1.272","basic","12","1"
"bild","画","","-3.2","basic","46","1"
"pelikan","鸟","p","-1.306","pejvo","3","12"
"ornit","鸟","o","-1.186","pejvo","3","12"
"cikoni","鸟","c","-1.246","basic","3","12"
"arde","鸟","a","-1.349","pejvo","4","12"
"skolop","鸟","s","-1.469","pejvo","4","12"
"apterig","鸟","ap","-1.019","piv","2","12"
"perdrik","鸟","pr","-1.019","pejvo","2","12"
"karadri","鸟","kr","-1.306","piv","3","12"
"kivi","鸟","k","-0.839","pejvo","2","12"
"pluvi","鸟","pv","-0.899","piv","2","12"
"bird","鸟","","-3.899","basic","63","12"
"majn","鸟","m","-1.126","pejvo","3","12"
"albin","白","a","-1.186","pejvo","3","2"
"blank","白","","-4.034","basic","68","2"
"brul","燃","","-2.779","basic","73","1"
"luk","口","l","-1.609","basic","4","4"
"buŝ","口","","-3.526","basic","33","4"
"faŭk","口","f","-1.892","basic","5","4"
"stomat","口","s","-2.246","piv","6","4"
"dank","谢","","-2.158","basic","25","1"
"dekstr","右","","-3.644","basic","43","1"
"dolĉ","甘","","-3.237","basic","32","1"
"dom","屋","","-3.594","basic","80","1"
"dorm","睡","","-2.643","basic","46","2"
"piĵam","睡","p","0.491","basic","1","2"
"edz","夫","","-4.142","basic","74","1"
"decidu","落","d","-0.049","piv","2","2"
"fal","落","","-3.095","basic","67","2"
"fenestr","窗","","-2.558","basic","35","2"
"giĉet","窗","g","0.382","basic","1","2"
"ferm","闭","","-3.643","basic","56","1"
"fil","儿","","-4.057","basic","44","1"
"indik","指","i","-2.358","basic","21","3"
"indikator","指","it","-1.346","pejvo","6","3"
"fingr","指","","-2.85","basic","35","3"
"flug","飞","","-4.377","basic","71","1"
"frat","兄","","-3.174","basic","30","1"
"mono","单","","-2.784","pref","30","4"
"singular","单","s","-0.599","basic","2","4"
"menu","单","mn","-1.296","basic","6","4"
"fraŭl","单","f","-1.585","basic","8","4"
"mirtel","果","m","-0.524","basic","2","15"
"frukt","果","","-3.577","basic","65","15"
"konsekvenc","果","k","-2.06","basic","11","15"
"nuks","果","n","-2.058","basic","14","15"
"kurm","果","kr","-0.449","piv","2","15"
"mespil","果","ms","-1.217","pejvo","5","15"
"rubus","果","rb","-0.486","pejvo","2","15"
"aniz","果","a","-1.296","pejvo","6","15"
"pampelmus","果","p","-0.924","pejvo","3","15"
"grapfrukt","果","g","-0.924","pejvo","3","15"
"framb","果","fm","-0.486","basic","2","15"
"frag","果","fg","-1.653","basic","9","15"
"rezult","果","r","-2.133","basic","14","15"
"aliz","果","al","-0.736","pejvo","3","15"
"lici","果","l","-0.449","pejvo","2","15"
"lan","毛","l","-3.157","basic","27","2"
"har","毛","","-4.244","basic","82","2"
"hor","钟","","-2.938","basic","41","2"
"horloĝ","钟","hl","-2.797","basic","32","2"
"interes","趣","","-1.776","basic","22","1"
"spekul","投","s","-1.637","pejvo","7","2"
"ĵet","投","","-3.648","basic","67","2"
"ĥor","唱","ĥ","-1.69","basic","14","2"
"kant","唱","","-2.921","basic","49","2"
"knab","郎","","-2.183","basic","16","1"
"volupt","色","v","-2.339","basic","13","5"
"erot","色","er","-1.392","piv","5","5"
"kromat","色","km","-2.473","pejvo","15","5"
"erotik","色","e","-1.086","basic","3","5"
"kolor","色","","-4.323","basic","106","5"
"palavr","议","pv","-0.959","piv","2","5"
"propon","议","pr","-2.499","basic","13","5"
"konsili","议","kn","-2.318","basic","10","5"
"parlament","议","p","-2.873","basic","16","5"
"konsil","议","","-3.192","basic","27","5"
"konstru","建","k","-3.414","basic","51","2"
"fond","建","","-2.441","basic","21","2"
"kost","费","","-2.324","basic","21","2"
"premium","费","p","-0.432","piv","2","2"
"kresk","育","k","-3.172","basic","43","2"
"eduk","育","","-2.934","basic","35","2"
"kri","叫","","-3.177","basic","32","1"
"brav","勇","","-1.43","basic","8","2"
"kuraĝ","勇","k","-2.263","basic","19","2"
"kur","跑","","-3.034","basic","63","1"
"las","留","","-3.133","basic","56","1"
"idiom","语","i","-0.653","pejvo","3","2"
"lingv","语","","-4.509","basic","188","2"
"lit","床","","-3.663","basic","68","1"
"lum","光","","-4.463","basic","135","1"
"eklips","食","e","-2.133","pejvo","16","2"
"manĝ","食","","-3.699","basic","86","2"
"mank","缺","","-2.521","basic","29","1"
"mar","海","","-4.214","basic","167","1"
"maten","晨","","-2.215","basic","23","1"
"graf","记","g","-4.56","sci","123","5"
"memor","记","m","-3.751","basic","51","5"
"ĵurnal","记","ĵ","-2.258","basic","10","5"
"rekord","记","r","-2.163","basic","9","5"
"not","记","","-2.976","basic","26","5"
"konstern","惊","k","-1.198","pejvo","7","3"
"surpriz","惊","s","-1.288","basic","8","3"
"mir","惊","","-1.926","basic","18","3"
"mon","钱","","-3.459","basic","78","2"
"sold","钱","s","-0.219","pejvo","2","2"
"mont","山","","-4.319","basic","67","1"
"mur","壁","","-2.145","basic","39","2"
"pariet","壁","p","0.101","pejvo","3","2"
"neces","必","","-2.744","basic","18","2"
"nepr","必","np","-1.532","basic","5","2"
"negr","黑","ng","-0.979","pejvo","7","3"
"nigr","黑","","-3.011","basic","60","3"
"melan","黑","m","-0.535","piv","4","3"
"oftalm","目","of","-2.057","pejvo","8","2"
"okul","目","","-3.96","basic","67","2"
"okup","占","","-2.63","basic","17","3"
"orakol","占","or","-0.959","pejvo","2","3"
"au^gur","占","a","-2.198","pejvo","10","3"
"pag","付","","-3.928","basic","69","1"
"ministeri","部","m","-2.043","basic","15","4"
"departement","部","d","-0.716","pejvo","3","4"
"part","部","","-3.032","basic","49","4"
"redakci","部","r","-0.596","basic","3","4"
"split","片","s","-2.172","basic","8","3"
"lamen","片","l","-2.683","basic","14","3"
"pec","片","","-3.409","basic","35","3"
"pens","思","","-3.145","basic","49","2"
"medit","思","m","-1.059","basic","5","2"
"perd","失","","-2.831","basic","21","1"
"licenc","许","l","-1.492","basic","5","3"
"permes","许","","-2.791","basic","21","3"
"lic","许","lc","-0.649","pejvo","2","3"
"pod","足","pd","-2.83","sci","29","2"
"pied","足","","-3.878","basic","81","2"
"pleb","民","pb","-0.839","pejvo","2","5"
"civil","民","c","-3.234","basic","30","5"
"popol","民","","-3.464","basic","38","5"
"demokrati","民","d","-2.679","basic","13","5"
"demokrat","民","dm","-2.545","pejvo","12","5"
"pord","门","","-3.737","basic","37","2"
"filum","门","f","-1.299","piv","2","2"
"katiz","压","k","-1.442","pejvo","5","6"
"tensi","压","t","-2.54","pejvo","17","6"
"prem","压","","-4.235","basic","102","6"
"presuriz","压","ps","-0.899","piv","2","6"
"preg","压","pg","-0.699","piv","2","6"
"markot","压","m","-1.086","pejvo","3","6"
"prezent","呈","","-2.932","basic","27","1"
"prov","试","","-3.111","basic","42","1"
"punkt","点","","-3.515","basic","69","3"
"poent","点","pn","-0.876","basic","4","3"
"desert","点","d","-0.91","basic","4","3"
"pur","纯","","-3.321","basic","48","1"
"suveren","权","s","-1.542","pejvo","5","3"
"aŭtoritat","权","a","-1.796","basic","6","3"
"rajt","权","","-3.743","basic","62","3"
"dikt","述","d","-0.959","basic","4","2"
"rakont","述","","-2.198","basic","15","2"
"krat","治","k","-1.142","pejvo","5","5"
"reg","治","","-3.338","basic","55","5"
"krati","治","kr","-0.774","pejvo","3","5"
"regi","治","rg","-0.736","pejvo","3","5"
"domin","治","d","-1.69","pejvo","9","5"
"renkont","遇","","-1.373","basic","10","1"
"rigard","看","","-3.107","basic","44","1"
"rimark","觉","r","-1.785","basic","11","4"
"bodi","觉","b","-0.619","pejvo","3","4"
"percept","觉","p","-1.413","pejvo","7","4"
"konsci","觉","","-2.632","basic","27","4"
"krement","变","k","-1.072","piv","4","4"
"transmutaci","变","t","-0.999","pejvo","3","4"
"vari","变","v","-2.569","basic","24","4"
"ŝanĝ","变","","-3.493","basic","62","4"
"semajn","周","","-2.683","basic","25","1"
"influenc","感","if","0.017","pejvo","2","5"
"sens","感","sn","-2.319","basic","33","5"
"induk","感","i","-1.213","pejvo","10","5"
"sent","感","","-2.763","basic","52","5"
"estez","感","e","-1.811","suf","19","5"
"serĉ","寻","","-2.736","basic","22","2"
"klaft","寻","k","-0.749","pejvo","2","2"
"konciz","简","k","-0.785","basic","6","3"
"lakon","简","l","-0.895","pejvo","7","3"
"simpl","简","","-1.907","basic","21","3"
"sol","唯","","-2.383","basic","29","1"
"son","声","","-3.993","basic","95","4"
"voĉ","声","v","-3.454","basic","55","4"
"foni","声","fn","-0.57","pejvo","2","4"
"fonograf","声","f","0.357","basic","0","4"
"sun","阳","","-3.709","basic","63","1"
"tabl","桌","","-2.949","basic","45","1"
"fob","怕","f","-0.411","piv","2","2"
"tim","怕","","-3.119","basic","44","2"
"tir","拉","","-3.643","basic","75","1"
"statik","静","s","-1.562","pejvo","16","6"
"trankvil","静","t","-1.716","basic","18","6"
"kviet","静","","-1.752","basic","20","6"
"kalm","静","kl","-0.072","piv","3","6"
"sedativ","静","sd","0.151","pejvo","2","6"
"kvi","静","kv","0.237","piv","2","6"
"drink","饮","d","-2.347","basic","16","2"
"trink","饮","","-2.81","basic","26","2"
"turn","转","","-3.493","basic","62","7"
"rivolu","转","r","-1.504","basic","7","7"
"transpon","转","ts","-1.109","pejvo","4","7"
"relajs","转","rj","-1.371","pejvo","6","7"
"konvert","转","k","-2.027","pejvo","12","7"
"ĝir","转","ĝ","-2.357","basic","20","7"
"invert","转","i","-1.034","pejvo","4","7"
"bazar","市","bz","-2.439","basic","13","5"
"civit","市","c","-2.573","basic","15","5"
"bors","市","b","-2.379","basic","13","5"
"urb","市","","-3.97","basic","72","5"
"merkat","市","m","-3.118","basic","25","5"
"aplik","用","a","-2.198","basic","10","2"
"uz","用","","-3.627","basic","54","2"
"varm","暖","","-3.712","basic","136","1"
"anem","风","a","-1.286","pejvo","3","6"
"vent","风","","-4.307","basic","81","6"
"tajfun","风","t","-1.149","basic","2","6"
"ventol","风","vl","-1.996","pejvo","6","6"
"esk","风","e","-2.31","pejvo","11","6"
"stil","风","s","-3.232","basic","27","6"
"ver","真","","-2.645","basic","34","2"
"au^tentik","真","a","-0.626","pejvo","3","2"
"vesper","晚","","-2.431","basic","28","1"
"vest","衣","","-3.863","basic","70","1"
"farb","颜","","-1.145","basic","12","3"
"vizaĝ","颜","v","-1.433","basic","16","3"
"faci","颜","fc","0.321","piv","2","3"
"turist","旅","t","0.127","basic","1","3"
"brigad","旅","b","-1.483","pejvo","9","3"
"vojaĝ","旅","","-2.911","basic","42","3"
"fru","早","","-3.442","basic","48","1"
"pneu^matik","气","p","-1.884","pejvo","4","8"
"meteo","气","m","-2.278","pejvo","9","8"
"gas","气","g","-4.268","basic","84","8"
"odor","气","o","-3.196","basic","26","8"
"atmosfer","气","at","-2.598","basic","10","8"
"pneu^mat","气","pn","-1.511","pejvo","3","8"
"aer","气","","-4.389","basic","95","8"
"veter","气","v","-3.02","basic","20","8"
"aĝ","岁","","-3.238","basic","41","1"
"alegr","快","al","-1.124","pejvo","4","2"
"agrabl","快","","-1.955","basic","10","2"
"it","受","","-6.131","suf","949","2"
"akcept","受","a","-2.133","basic","14","2"
"amas","堆","","-2.816","basic","44","1"
"skoli","注","s","-0.486","piv","2","5"
"atent","注","","-2.221","basic","16","5"
"glos","注","g","-1.296","pejvo","6","5"
"komentari","注","k","-1.147","basic","4","5"
"injekt","注","i","-1.504","basic","7","5"
"aŭtun","秋","","-1.832","basic","12","1"
"zoologi","兽","zl","0.909","basic","0","6"
"zo","兽","z","-1.788","basic","16","6"
"animal","兽","a","-1.261","basic","8","6"
"best","兽","","-2.921","basic","49","6"
"besti","兽","bs","-0.135","piv","2","6"
"teri","兽","t","-0.395","piv","3","6"
"vajd","蓝","v","0.109","piv","2","4"
"blu","蓝","","-2.507","basic","41","4"
"lazur","蓝","l","-0.202","pejvo","3","4"
"indig","蓝","i","-0.895","pejvo","7","4"
"bril","亮","b","-2.667","basic","30","3"
"hel","亮","","-2.532","basic","27","3"
"leu^cin","亮","l","-0.399","piv","2","3"
"cel","标","","-3.029","basic","45","4"
"mark","标","m","-2.871","basic","37","4"
"brisur","标","b","-0.399","piv","2","4"
"etiked","标","e","-0.91","pejvo","4","4"
"dental","齿","dl","-0.811","pejvo","3","2"
"dent","齿","","-3.914","basic","95","2"
"dik","厚","","-2.889","basic","39","1"
"direkt","方","d","-3.605","basic","34","4"
"kub","方","","-2.769","basic","18","4"
"kvadrat","方","kv","-2.523","basic","10","4"
"recept","方","r","-1.436","basic","3","4"
"hibrid","杂","h","-1.646","pejvo","6","2"
"divers","杂","","-2.919","basic","24","2"
"dolor","痛","d","-2.686","basic","42","2"
"algi","痛","","-1.944","suf","20","2"
"dub","疑","","-1.842","basic","23","3"
"suspekt","疑","s","-1.235","basic","11","3"
"skeptik","疑","sk","-0.359","pejvo","4","3"
"antologi","选","a","-0.06","basic","1","3"
"elekt","选","","-2.956","basic","39","3"
"selekt","选","s","-1.092","pejvo","5","3"
"erar","错","","-2.289","basic","32","1"
"perspektiv","望","p","-0.964","pejvo","5","2"
"esper","望","","-2.404","basic","28","2"
"fiŝ","鱼","","-3.743","basic","83","26"
"perk","鱼","p","-0.959","pejvo","4","26"
"haring","鱼","h","-1.217","basic","5","26"
"iktio","鱼","i","-0.486","piv","2","26"
"kobitid","鱼","kb","-0.561","pejvo","2","26"
"klupe","鱼","k","-0.997","pejvo","4","26"
"acipenser","鱼","ap","-0.636","piv","2","26"
"skombr","鱼","sk","-0.524","pejvo","2","26"
"simbrank","鱼","sm","-0.599","piv","2","26"
"ezok","鱼","e","-0.449","basic","2","26"
"gad","鱼","gd","-0.922","pejvo","4","26"
"petromiz","鱼","pt","-0.886","pejvo","3","26"
"sole","鱼","sl","-0.736","pejvo","3","26"
"moru","鱼","m","-0.736","pejvo","3","26"
"miksin","鱼","mk","-0.524","piv","2","26"
"silur","鱼","sr","-0.486","pejvo","2","26"
"salm","鱼","s","-0.736","pejvo","3","26"
"salmon","鱼","sn","-0.811","piv","3","26"
"angil","鱼","a","-0.997","basic","4","26"
"gobi","鱼","g","-0.449","basic","2","26"
"mugil","鱼","mg","-0.486","pejvo","2","26"
"anc^ov","鱼","ac^","-0.486","pejvo","2","26"
"bram","鱼","b","-1.142","pejvo","5","26"
"anchov","鱼","ac","0.575","pejvo","0","26"
"tinus","鱼","t","-1.333","pejvo","6","26"
"kalmar","鱼","km","-0.524","piv","2","26"
"flor","花","","-3.949","basic","87","3"
"irid","花","i","-0.858","pejvo","3","3"
"gerani","花","g","-0.943","pejvo","3","3"
"forges","忘","","-2.196","basic","13","2"
"amnezi","忘","a","-0.656","pejvo","2","2"
"pagan","异","p","-1.036","pejvo","3","8"
"diferencial","异","dl","-1.742","pejvo","5","8"
"disident","异","ds","-0.899","pejvo","2","8"
"fremd","异","","-2.646","basic","19","8"
"anomali","异","a","-0.849","pejvo","2","8"
"diferenc","异","d","-2.744","basic","18","8"
"hetero","异","h","-2.185","pejvo","11","8"
"ekzot","异","e","-1.036","pejvo","3","8"
"gaj","欢","","-2.882","basic","27","1"
"park","园","","-2.467","basic","19","2"
"ĝarden","园","ĝ","-3.246","basic","39","2"
"raport","报","r","-2.553","basic","19","8"
"refer","报","rf","-0.9","pejvo","3","8"
"gazet","报","","-2.948","basic","30","8"
"bulten","报","b","-1.167","basic","4","8"
"telegram","报","tm","0.357","basic","0","8"
"riport","报","rp","-0.656","piv","2","8"
"depes^","报","d","-0.9","pejvo","3","8"
"telegraf","报","t","0.357","basic","0","8"
"glas","杯","g","-2.123","basic","15","4"
"kalik","杯","k","-1.585","pejvo","8","4"
"tas","杯","","-1.392","basic","7","4"
"pokal","杯","p","-1.333","basic","6","4"
"ĝust","正","","-2.831","basic","21","4"
"normal","正","n","-2.568","basic","14","4"
"legitim","正","l","-1.999","pejvo","7","4"
"pozitiv","正","p","-3.178","basic","25","4"
"histori","史","","-3.417","basic","32","2"
"anal","史","a","-0.839","piv","2","2"
"dog","犬","d","-0.924","pejvo","2","2"
"hund","犬","","-4.011","basic","60","2"
"intenc","意","in","-1.404","basic","12","4"
"ide","意","","-2.235","basic","31","4"
"signif","意","sg","-1.611","basic","15","4"
"senc","意","s","-2.403","basic","36","4"
"aritmetik","算","a","-0.872","pejvo","7","4"
"komput","算","km","-2.366","basic","37","4"
"budĝet","算","b","0.578","basic","1","4"
"kalkul","算","","-2.621","basic","48","4"
"kapt","捕","","-2.881","basic","42","1"
