"root","k","id","band","F"
"multiplik","乘","m","basic","8"
"vid","见","","basic","85"
"vir","男","","basic","63"
"viv","活","","basic","147"
"vigl","活","vg","basic","18"
"aktiv","活","a","basic","40"
"voj","路","","basic","132"
"ŝose","路","ŝ","basic","6"
"cirkvit","路","c","basic","16"
"vol","愿","","basic","48"
"volont","愿","vn","basic","10"
"bonvol","愿","b","basic","0"
"vort","词","","basic","87"
"termin","词","t","basic","7"
"daŭr","续","","basic","40"
"kontinu","续","k","sci","23"
"kolekt","集","","basic","40"
"foir","集","f","basic","9"
"koncentr","集","kn","basic","12"
"kolektiv","集","kv","basic","0"
"nul","零","","basic","19"
"aĉet","买","","basic","26"
"arb","树","","basic","150"
"fag","树","f","basic","18"
"dendro","树","d","piv","3"
"notofag","树","n","piv","1"
"art","艺","","basic","81"
"meti","艺","m","basic","11"
"ot","待","","suf","21"
"atend","待","a","basic","15"
"aŭd","听","","basic","29"
"aŭskult","听","as","basic","12"
"bat","打","","basic","67"
"tajp","打","t","basic","13"
"dras^","打","d","pejvo","7"
"bezon","需","","basic","12"
"bild","画","","basic","46"
"bird","鸟","","basic","63"
"cikoni","鸟","c","basic","3"
"arde","鸟","a","pejvo","4"
"majn","鸟","m","pejvo","3"
"kivi","鸟","k","pejvo","2"
"ornit","鸟","o","pejvo","3"
"skolop","鸟","s","pejvo","4"
"turd","鸟","t","pejvo","1"
"upup","鸟","u","pejvo","1"
"paru","鸟","p","pejvo","1"
"oriol","鸟","ol","pejvo","1"
"sturn","鸟","st","pejvo","1"
"galbul","鸟","g","pejvo","1"
"pelikan","鸟","pl","pejvo","3"
"perdrik","鸟","pd","pejvo","2"
"tetraon","鸟","tt","pejvo","1"
"motacil","鸟","mt","pejvo","4"
"sit","鸟","si","piv","2"
"au^k","鸟","aŭ","piv","1"
"did","鸟","d","piv","1"
"gip","鸟","gp","piv","1"
"sul","鸟","sl","piv","1"
"uri","鸟","ur","piv","1"
"c^eti","鸟","ĉ","piv","1"
"jing","鸟","j","piv","1"
"kiti","鸟","kt","piv","1"
"krek","鸟","kr","piv","1"
"lani","鸟","l","piv","1"
"lori","鸟","lr","piv","1"
"merg^","鸟","mr","piv","1"
"pipi","鸟","pp","piv","1"
"pluvi","鸟","pv","piv","2"
"tinam","鸟","tn","piv","1"
"cinkl","鸟","cn","piv","1"
"alced","鸟","al","piv","1"
"ploce","鸟","pc","piv","1"
"bufag","鸟","bf","piv","1"
"agami","鸟","ag","piv","1"
"bucer","鸟","bc","piv","1"
"certi","鸟","cr","piv","1"
"cirku","鸟","cu","piv","1"
"elani","鸟","e","piv","1"
"fitis","鸟","f","piv","1"
"kreks","鸟","ks","piv","1"
"kuruk","鸟","ku","piv","1"
"lagop","鸟","lg","piv","1"
"limoz","鸟","lm","piv","1"
"nandu","鸟","n","piv","1"
"nikte","鸟","nk","piv","1"
"pirul","鸟","pr","piv","1"
"pufin","鸟","pf","piv","1"
"serin","鸟","sr","piv","1"
"s^tern","鸟","ŝ","piv","1"
"tring","鸟","tr","piv","1"
"katart","鸟","ka","piv","1"
"koraci","鸟","kc","piv","1"
"avocet","鸟","av","piv","1"
"bantam","鸟","bn","piv","1"
"bonazi","鸟","bz","piv","1"
"c^ifc^af","鸟","ĉf","piv","1"
"fulmar","鸟","fl","piv","1"
"hipola","鸟","h","piv","1"
"jabiru","鸟","jb","piv","1"
"kairin","鸟","kn","piv","1"
"kalidr","鸟","kl","piv","1"
"kvecal","鸟","kv","piv","1"
"litorn","鸟","lt","piv","1"
"numeni","鸟","nm","piv","1"
"petrel","鸟","pt","piv","1"
"pronel","鸟","pn","piv","1"
"rubetr","鸟","r","piv","1"
"sirapt","鸟","sp","piv","1"
"tadorn","鸟","td","piv","1"
"tangar","鸟","tg","piv","1"
"karadri","鸟","ki","piv","3"
"apterig","鸟","ap","piv","2"
"alektor","鸟","ar","piv","1"
"bernikl","鸟","br","piv","1"
"cirkaet","鸟","ct","piv","1"
"diomede","鸟","dm","piv","1"
"dromice","鸟","dr","piv","1"
"fenikur","鸟","fn","piv","1"
"galinag","鸟","gn","piv","1"
"haliaet","鸟","hl","piv","1"
"hematop","鸟","hm","piv","1"
"karduel","鸟","kd","piv","1"
"neofron","鸟","nf","piv","1"
"pinikol","鸟","pk","piv","1"
"platale","鸟","pa","piv","1"
"porfiri","鸟","po","piv","1"
"pterokl","鸟","pe","piv","1"
"lagopod","鸟","ld","piv","1"
"bobolink","鸟","bb","piv","1"
"bombicil","鸟","bm","piv","1"
"himantop","鸟","hn","piv","1"
"lokustel","鸟","lk","piv","1"
"nucifrag","鸟","nc","piv","1"
"perisore","鸟","ps","piv","1"
"saksikol","鸟","ss","piv","1"
"somateri","鸟","sm","piv","1"
"tinunkol","鸟","tk","piv","1"
"pirokorak","鸟","pi","piv","1"
"falaropod","鸟","fr","piv","1"
"kokotrau^st","鸟","kk","piv","1"
"melopsitak","鸟","ml","piv","1"
"poliplektr","鸟","pol","piv","1"
"serpentari","鸟","sn","piv","1"
"sterkorari","鸟","sk","piv","1"
"himantopod","鸟","hd","piv","1"
"ptilonorink","鸟","pti","piv","1"
"streptopeli","鸟","se","piv","1"
"blank","白","","basic","68"
"albin","白","a","pejvo","3"
"leu^ko","白","l","pejvo","1"
"brul","燃","","basic","73"
"fuel","燃","f","pejvo","1"
"buŝ","口","","basic","33"
"luk","口","l","basic","4"
"faŭk","口","f","basic","5"
"stomat","口","s","piv","6"
"dank","谢","","basic","25"
"dekstr","右","","basic","43"
"dolĉ","甘","","basic","32"
"dom","屋","","basic","80"
"dorm","睡","","basic","46"
"piĵam","睡","p","basic","1"
"edz","夫","","basic","74"
"fal","落","","basic","67"
"decidu","落","d","piv","2"
"fenestr","窗","","basic","35"
"giĉet","窗","g","basic","1"
"ferm","闭","","basic","56"
"fil","儿","","basic","44"
"fingr","指","","basic","35"
"indik","指","i","basic","21"
"indikator","指","it","pejvo","6"
"flug","飞","","basic","71"
"frat","兄","","basic","30"
"mono","单","","pref","30"
"menu","单","me","basic","6"
"fraŭl","单","f","basic","8"
"singular","单","s","basic","2"
"frukt","果","","basic","65"
"nuks","果","n","basic","14"
"frag","果","fg","basic","9"
"rezult","果","r","basic","14"
"konsekvenc","果","k","basic","11"
"framb","果","fm","basic","2"
"mirtel","果","m","basic","2"
"aniz","果","a","pejvo","6"
"citron","果","c","pejvo","12"
"aliz","果","al","pejvo","3"
"lici","果","l","pejvo","2"
"rubus","果","rb","pejvo","2"
"mespil","果","ms","pejvo","5"
"gujav","果","g","pejvo","1"
"grapfrukt","果","gr","pejvo","3"
"pampelmus","果","p","pejvo","3"
"kurm","果","kr","piv","2"
"graviol","果","gl","piv","1"
"c^erimoli","果","ĉ","piv","1"
"loganber","果","lg","piv","1"
"har","毛","","basic","82"
"lan","毛","l","basic","27"
"hor","钟","","basic","41"
"horloĝ","钟","hl","basic","32"
"interes","趣","","basic","22"
"ĵet","投","","basic","67"
"spekul","投","s","pejvo","7"
"kant","唱","","basic","49"
"ĥor","唱","ĥ","basic","14"
"knab","郎","","basic","16"
"kolor","色","","basic","106"
"volupt","色","v","basic","13"
"erotik","色","e","basic","3"
"kromat","色","kr","pejvo","15"
"erot","色","er","piv","5"
"konsil","议","","basic","27"
"propon","议","p","basic","13"
"konsili","议","ki","basic","10"
"parlament","议","pl","basic","16"
"palavr","议","pv","piv","2"
"konstru","建","","basic","51"
"fond","建","f","basic","21"
"kost","费","","basic","21"
"premium","费","p","piv","2"
"kresk","育","","basic","43"
"eduk","育","e","basic","35"
"kri","叫","","basic","32"
"kuraĝ","勇","","basic","19"
"brav","勇","b","basic","8"
"kur","跑","","basic","63"
"las","留","","basic","56"
"lingv","语","","basic","188"
"idiom","语","i","pejvo","3"
"lit","床","","basic","68"
"lum","光","","basic","135"
"manĝ","食","","basic","86"
"eklips","食","e","pejvo","16"
"mank","缺","","basic","29"
"mar","海","","basic","167"
"maten","晨","","basic","23"
"memor","记","","basic","51"
"not","记","n","basic","26"
"ĵurnal","记","ĵ","basic","10"
"rekord","记","r","basic","9"
"graf","记","g","sci","123"
"mir","惊","","basic","18"
"surpriz","惊","s","basic","8"
"konstern","惊","k","pejvo","7"
"mon","钱","","basic","78"
"sold","钱","s","pejvo","2"
"mont","山","","basic","67"
"mur","壁","","basic","39"
"pariet","壁","p","pejvo","3"
"neces","必","","basic","18"
"nepr","必","np","basic","5"
"nigr","黑","","basic","60"
"negr","黑","ne","pejvo","7"
"melan","黑","m","piv","4"
"okul","目","","basic","67"
"oftalm","目","of","pejvo","8"
"okup","占","","basic","17"
"au^gur","占","a","pejvo","10"
"orakol","占","or","pejvo","2"
"pag","付","","basic","69"
"part","部","","basic","49"
"ministeri","部","m","basic","15"
"redakci","部","r","basic","3"
"departement","部","d","pejvo","3"
"pec","片","","basic","35"
"lamen","片","l","basic","14"
"split","片","s","basic","8"
"pens","思","","basic","49"
"medit","思","m","basic","5"
"perd","失","","basic","21"
"permes","许","","basic","21"
"licenc","许","l","basic","5"
"lic","许","li","pejvo","2"
"pied","足","","basic","81"
"pod","足","po","sci","29"
"popol","民","","basic","38"
"civil","民","c","basic","30"
"demokrati","民","d","basic","13"
"demokrat","民","de","pejvo","12"
"pleb","民","pl","pejvo","2"
"pord","门","","basic","37"
"filum","门","f","piv","2"
"prem","压","","basic","102"
"tensi","压","t","pejvo","17"
"katiz","压","k","pejvo","5"
"markot","压","m","pejvo","3"
"preg","压","pg","piv","2"
"presuriz","压","ps","piv","2"
"prezent","呈","","basic","27"
"prov","试","","basic","42"
"punkt","点","","basic","69"
"poent","点","pt","basic","4"
"desert","点","d","basic","4"
"pur","纯","","basic","48"
"rajt","权","","basic","62"
"aŭtoritat","权","a","basic","6"
"suveren","权","s","pejvo","5"
"rakont","述","","basic","15"
"dikt","述","d","basic","4"
"reg","治","","basic","55"
"krat","治","k","pejvo","5"
"regi","治","ri","pejvo","3"
"domin","治","d","pejvo","9"
"krati","治","ki","pejvo","3"
"renkont","遇","","basic","10"
"rigard","看","","basic","44"
"konsci","觉","","basic","27"
"rimark","觉","r","basic","11"
"bodi","觉","b","pejvo","3"
"percept","觉","p","pejvo","7"
"ŝanĝ","变","","basic","62"
"vari","变","v","basic","24"
"transmutaci","变","t","pejvo","3"
"krement","变","k","piv","4"
"semajn","周","","basic","25"
"sent","感","","basic","52"
"sens","感","ss","basic","33"
"estez","感","e","suf","19"
"induk","感","i","pejvo","10"
"influenc","感","if","pejvo","2"
"serĉ","寻","","basic","22"
"klaft","寻","k","pejvo","2"
"simpl","简","","basic","21"
"konciz","简","k","basic","6"
"lakon","简","l","pejvo","7"
"sol","唯","","basic","29"
"son","声","","basic","95"
"voĉ","声","v","basic","55"
"fonograf","声","f","basic","0"
"foni","声","fi","pejvo","2"
"sun","阳","","basic","63"
"tabl","桌","","basic","45"
"tim","怕","","basic","44"
"fob","怕","f","piv","2"
"tir","拉","","basic","75"
"trankvil","静","","basic","18"
"kviet","静","k","basic","20"
"statik","静","s","pejvo","16"
"sedativ","静","sd","pejvo","2"
"kvi","静","kv","piv","2"
"kalm","静","kl","piv","3"
"trink","饮","","basic","26"
"drink","饮","d","basic","16"
"turn","转","","basic","62"
"ĝir","转","ĝ","basic","20"
"rivolu","转","r","basic","7"
"relajs","转","rl","pejvo","6"
"invert","转","i","pejvo","4"
"konvert","转","k","pejvo","12"
"transpon","转","ts","pejvo","4"
"urb","市","","basic","72"
"bors","市","b","basic","13"
"civit","市","c","basic","15"
"bazar","市","bz","basic","13"
"merkat","市","m","basic","25"
"uz","用","","basic","54"
"aplik","用","a","basic","10"
"varm","暖","","basic","136"
"vent","风","","basic","81"
"stil","风","s","basic","27"
"tajfun","风","t","basic","2"
"esk","风","e","pejvo","11"
"anem","风","a","pejvo","3"
"ventol","风","vl","pejvo","6"
"ver","真","","basic","34"
"au^tentik","真","a","pejvo","3"
"vesper","晚","","basic","28"
"vest","衣","","basic","70"
"vizaĝ","颜","","basic","16"
"farb","颜","f","basic","12"
"faci","颜","fc","piv","2"
"vojaĝ","旅","","basic","42"
"turist","旅","t","basic","1"
"brigad","旅","b","pejvo","9"
"fru","早","","basic","48"
"aer","气","","basic","95"
"gas","气","g","basic","84"
"odor","气","o","basic","26"
"veter","气","v","basic","20"
"atmosfer","气","at","basic","10"
"meteo","气","m","pejvo","9"
"pneu^mat","气","p","pejvo","3"
"pneu^matik","气","pk","pejvo","4"
"heli","气","h","pejvo","1"
"neon","气","n","pejvo","1"
"argon","气","ag","pejvo","1"
"radon","气","r","pejvo","1"
"fluor","气","f","pejvo","1"
"helium","气","hm","pejvo","1"
"kripton","气","k","pejvo","1"
"ksenon","气","ks","piv","1"
"aĝ","岁","","basic","41"
"agrabl","快","","basic","10"
"alegr","快","al","pejvo","4"
"it","受","","suf","949"
"akcept","受","a","basic","14"
"amas","堆","","basic","44"
"atent","注","","basic","16"
"injekt","注","i","basic","7"
"komentari","注","k","basic","4"
"glos","注","g","pejvo","6"
"skoli","注","s","piv","2"
"aŭtun","秋","","basic","12"
"best","兽","","basic","49"
"zo","兽","z","basic","16"
"animal","兽","a","basic","8"
"zoologi","兽","zl","basic","0"
"lutr","兽","l","pejvo","1"
"otari","兽","o","pejvo","1"
"mirmekofag","兽","m","pejvo","1"
"ekv","兽","e","piv","1"
"hin","兽","h","piv","1"
"teri","兽","t","piv","3"
"ding","兽","d","piv","1"
"gau^r","兽","g","piv","1"
"ljam","兽","lj","piv","1"
"nazu","兽","n","piv","1"
"pudu","兽","p","piv","1"
"unau^","兽","u","piv","1"
"unci","兽","uc","piv","1"
"besti","兽","bi","piv","2"
"viver","兽","v","piv","1"
"ekidn","兽","ed","piv","1"
"focen","兽","f","piv","1"
"kiang","兽","k","piv","1"
"mazam","兽","mz","piv","1"
"okapi","兽","ok","piv","1"
"orcin","兽","or","piv","1"
"venad","兽","vn","piv","1"
"zibet","兽","zb","piv","1"
"agvara","兽","ag","piv","1"
"desmod","兽","ds","piv","1"
"dugong","兽","dg","piv","1"
"gvanak","兽","gv","piv","1"
"gvemul","兽","gm","piv","1"
"izatis","兽","i","piv","1"
"karibu","兽","kr","piv","1"
"koendu","兽","kd","piv","1"
"korsak","兽","ks","piv","1"
"marmoz","兽","mr","piv","1"
"martes","兽","mt","piv","1"
"ocelot","兽","oc","piv","1"
"pterop","兽","pt","piv","1"
"serval","兽","s","piv","1"
"valabi","兽","vl","piv","1"
"procion","兽","pr","piv","2"
"dazipod","兽","dz","piv","1"
"alcelaf","兽","al","piv","1"
"armadel","兽","ar","piv","1"
"boselaf","兽","bl","piv","1"
"haliker","兽","hl","piv","1"
"herpest","兽","hr","piv","1"
"kaguang","兽","kg","piv","1"
"lutreol","兽","ll","piv","1"
"tamandu","兽","tm","piv","1"
"falanger","兽","fl","piv","1"
"civetikt","兽","c","piv","1"
"kironekt","兽","kt","piv","1"
"megateri","兽","mg","piv","1"
"monodelf","兽","mn","piv","1"
"tragelaf","兽","tg","piv","1"
"blastocer","兽","bs","piv","1"
"dendrolag","兽","dd","piv","1"
"orikterop","兽","ot","piv","1"
"pipistrel","兽","pp","piv","1"
"smilodont","兽","sm","piv","1"
"orikteropod","兽","od","piv","1"
"blu","蓝","","basic","41"
"indig","蓝","i","pejvo","7"
"lazur","蓝","l","pejvo","3"
"vajd","蓝","v","piv","2"
"hel","亮","","basic","27"
"bril","亮","b","basic","30"
"leu^cin","亮","l","piv","2"
"cel","标","","basic","45"
"mark","标","m","basic","37"
"etiked","标","e","pejvo","4"
"brisur","标","b","piv","2"
"dent","齿","","basic","95"
"dental","齿","dl","pejvo","3"
"dik","厚","","basic","39"
"direkt","方","","basic","34"
"kub","方","k","basic","18"
"kvadrat","方","kv","basic","10"
"recept","方","r","basic","3"
"divers","杂","","basic","24"
"hibrid","杂","h","pejvo","6"
"dolor","痛","","basic","42"
"algi","痛","a","suf","20"
"dub","疑","","basic","23"
"suspekt","疑","s","basic","11"
"skeptik","疑","sk","pejvo","4"
"elekt","选","","basic","39"
"antologi","选","a","basic","1"
"selekt","选","s","pejvo","5"
"erar","错","","basic","32"
"esper","望","","basic","28"
"perspektiv","望","p","pejvo","5"
"fiŝ","鱼","","basic","83"
"ezok","鱼","e","basic","2"
"gobi","鱼","g","basic","2"
"angil","鱼","a","basic","4"
"haring","鱼","h","basic","5"
"gad","鱼","gd","pejvo","4"
"raj","鱼","r","pejvo","2"
"bram","鱼","b","pejvo","5"
"perk","鱼","p","pejvo","4"
"sole","鱼","s","pejvo","3"
"salm","鱼","sm","pejvo","3"
"moru","鱼","m","pejvo","3"
"tinus","鱼","t","pejvo","6"
"c^ot","鱼","ĉ","pejvo","1"
"spar","鱼","sp","pejvo","1"
"klupe","鱼","k","pejvo","4"
"mugil","鱼","mg","pejvo","2"
"silur","鱼","si","pejvo","2"
"anc^ov","鱼","aĉ","pejvo","2"
"skombr","鱼","sk","pejvo","2"
"kobitid","鱼","kb","pejvo","2"
"petromiz","鱼","pt","pejvo","3"
"anchov","鱼","ac","pejvo","0"
"umbr","鱼","u","piv","2"
"mola","鱼","ml","piv","1"
"labr","鱼","l","piv","1"
"zeu^s","鱼","z","piv","1"
"bops","鱼","bp","piv","1"
"idus","鱼","i","piv","1"
"lamn","鱼","lm","piv","1"
"molv","鱼","mv","piv","1"
"iktio","鱼","ik","piv","2"
"trigl","鱼","tr","piv","1"
"seran","鱼","sr","piv","1"
"barbi","鱼","bb","piv","1"
